player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Christo Kelly,143063,C,HOLY CROSS,12,100.0,1,181,63.0,67.9,60.5,0,3,351,100.0,100.0,99.6,3,3,0,778,777,1,0,778,373,373,0,0,405,0
Chandler Kirton,149107,C,AUSTINPEAY,12,100.0,0,116,67.3,75.8,64.3,1,8,430,100.0,100.0,98.7,4,10,1,777,777,0,0,777,442,442,0,0,335,0
Brenden Rivera,141535,G,E WASHGTON,12,100.0,0,161,64.5,74.6,61.2,1,9,336,100.0,100.0,98.2,3,11,1,777,0,0,1,777,349,349,776,0,428,0
Jake Green,104751,G,S ILLINOIS,12,100.0,0,295,60.0,79.0,52.9,2,9,452,100.0,100.0,98.3,3,13,2,777,0,31,15,777,481,481,727,0,296,0
Cam McNair,149426,T,HOLY CROSS,12,100.0,0,181,63.7,61.5,63.2,0,14,349,100.0,100.0,97.4,5,16,2,777,0,0,0,777,371,371,1,776,406,0
Antuan Wells,156050,G,BETH COOK,12,100.0,0,119,63.3,61.7,64.9,5,11,380,100.0,100.0,97.9,7,16,0,777,0,753,24,777,416,416,0,0,361,0
Joe Cotton,164827,T,S DAKOTA,14,100.0,0,291,81.2,76.9,82.8,1,9,330,100.0,100.0,98.2,6,11,1,777,0,0,773,777,352,352,0,0,425,4
Andrew Berkery,148513,T,BRYANT,12,100.0,0,124,62.3,75.9,56.7,5,14,486,100.0,100.0,97.6,7,21,2,776,0,0,0,776,511,511,0,776,265,0
Ryan McKenna,142421,C,WM & MARY,12,100.0,2,348,70.8,74.5,68.7,2,7,357,100.0,100.0,98.2,3,11,2,776,776,0,0,776,382,382,0,0,394,0
Justin Lairy,121393,T,CENT ARK,12,100.0,0,132,70.6,76.0,64.4,4,6,399,100.0,100.0,98.7,3,10,0,776,0,0,774,776,420,420,0,0,356,2
Hadine Diaby,171814,G,TENN STATE,13,100.0,0,308,55.8,70.9,49.4,2,16,428,100.0,100.0,97.4,4,20,2,774,0,356,355,774,450,450,62,0,324,0
Cade Salyers,104689,G,RICHMOND,13,100.0,0,276,75.6,91.3,71.3,1,1,324,100.0,100.0,99.7,1,2,0,773,0,0,0,773,335,335,773,0,438,0
Kyler Herring,165217,G,DAVIDSON,11,100.0,0,149,59.7,54.7,58.9,1,5,191,100.0,100.0,97.9,1,7,1,772,0,438,0,772,201,201,333,0,571,0
Layton Vining,175110,C,IDAHO,13,100.0,0,185,60.1,76.7,54.2,2,6,371,100.0,100.0,98.9,3,8,0,771,771,0,0,771,392,392,0,0,379,0
Van Keen,159584,C,YNGTOWN ST,12,100.0,0,353,70.0,78.2,68.3,0,10,382,100.0,100.0,98.7,4,10,0,771,587,134,0,771,393,393,50,0,378,0
Brendon Magee,178875,C,MS VLY ST,12,100.0,0,228,47.0,56.2,42.1,2,12,397,100.0,100.0,97.5,2,17,3,771,768,0,0,771,415,415,0,0,356,0
Sean Kinney,185664,C,LAFAYETTE,12,100.0,0,203,60.0,65.5,57.0,0,7,384,100.0,100.0,98.8,3,8,1,770,444,209,0,770,398,398,117,0,372,0
Tray Franklin,165441,T,SCAR STATE,12,99.9,1,290,74.1,77.5,68.3,1,11,412,99.8,99.8,97.8,4,15,3,770,0,4,3,771,441,442,1,756,329,4
Anwar O'neal,178137,T,DELAWARE,11,100.0,0,151,68.2,74.4,60.7,5,10,414,100.0,100.0,97.9,2,16,1,768,0,2,492,768,441,441,2,268,327,2
Luke Beltavski,155988,C,ROB MORRIS,12,100.0,0,277,66.2,86.1,63.7,1,5,414,100.0,100.0,98.8,9,8,2,767,767,0,0,767,438,438,0,0,329,0
Tramel Brown II,138071,G,ALCORN ST,12,100.0,0,107,58.6,85.3,50.0,1,7,380,100.0,100.0,98.9,2,8,0,767,0,0,0,767,399,399,765,0,368,0
Demetri Robinson,172687,G,RHODE ISLD,13,100.0,0,274,56.6,73.4,52.7,4,10,378,100.0,100.0,97.9,5,15,1,766,0,0,0,766,399,399,697,69,367,0
Ashton Grable,163953,G,FL A&M,12,100.0,0,164,60.9,72.6,58.2,7,8,416,100.0,100.0,98.0,6,16,1,765,0,0,0,765,447,447,765,0,318,0
Mike Bartilucci,149848,C,CITADEL,12,100.0,0,139,61.4,66.0,58.2,2,3,283,100.0,100.0,98.1,2,8,3,764,764,0,0,764,296,296,0,0,468,0
Charles Grant,142410,T,WM & MARY,12,99.6,2,348,91.2,88.1,90.4,1,6,347,99.1,99.2,98.4,7,9,2,764,0,0,751,767,372,375,0,0,392,14
Malik McDaniel,149477,G,DAVIDSON,11,100.0,0,149,58.4,57.7,58.4,0,5,188,100.0,100.0,98.7,4,5,0,763,0,330,0,763,198,198,431,1,565,0
Dominic Perricone,149665,G,MARIST,11,100.0,0,213,61.5,82.1,55.3,0,11,504,100.0,100.0,98.7,6,12,1,762,0,0,0,762,537,537,761,0,225,1
Luke Byrne,105422,G,SAMFORD,11,100.0,0,282,66.4,74.6,63.9,0,10,424,100.0,100.0,98.6,2,11,1,761,0,0,0,761,440,440,761,0,321,0
Trent Savage,174527,C,HOUCHR,12,100.0,0,183,57.1,68.9,52.5,1,2,385,100.0,100.0,99.4,3,4,1,761,761,0,0,761,405,405,0,0,356,0
Cam Johnson,142769,T,SCAR STATE,12,100.0,0,290,69.0,76.3,61.4,0,16,406,100.0,100.0,97.8,1,17,1,760,0,0,753,760,436,436,0,1,324,2
Patch Bennett,149591,T,PRESBYTERN,12,100.0,0,271,67.8,74.7,65.0,3,10,394,100.0,100.0,97.8,4,15,2,760,0,0,512,760,417,417,243,0,343,4
Dante Thompson,159904,G,ROB MORRIS,12,100.0,0,277,69.4,75.4,66.8,1,13,409,100.0,100.0,98.0,2,15,1,759,0,513,13,759,431,431,232,0,328,0
Ralph Paige Jr.,142540,C,TOWSON,12,100.0,0,317,72.4,67.5,74.5,0,9,406,100.0,100.0,98.6,4,10,1,759,750,0,0,759,438,438,0,0,321,0
Connor DePrez,147692,G,N ARIZONA,13,100.0,0,252,62.6,77.3,56.3,2,8,375,100.0,100.0,97.9,0,13,3,759,25,178,0,759,396,396,554,0,363,2
Billy Thursland,156096,C,TXAMEA,12,100.0,2,1139,61.1,75.5,54.7,2,8,468,100.0,100.0,98.5,5,12,2,758,758,0,0,758,492,492,0,0,266,0
Korion Sharpe,150552,G,NC A&T,12,100.0,0,246,65.3,82.6,58.4,2,5,406,100.0,100.0,98.6,2,9,2,757,40,0,1,757,436,436,715,1,321,0
Cameron Moewe,123190,T,CITADEL,12,99.9,0,139,52.5,51.5,54.2,5,13,282,99.6,99.7,95.7,7,21,3,755,0,0,0,756,294,295,0,754,461,0
Kendal Septs,121701,G,HOUCHR,12,99.7,1,183,54.3,61.8,50.0,1,8,379,99.5,99.5,98.3,2,11,2,754,0,0,2,756,400,402,722,0,354,32
Langston Jones,159766,G,LEHIGH,13,100.0,0,205,68.1,84.5,63.9,0,5,289,100.0,100.0,99.1,1,5,0,754,0,1,0,754,312,312,752,0,442,0
Sam Regina,186563,G,W GEORGIA,11,100.0,0,1177,60.1,69.4,56.1,0,10,437,100.0,100.0,98.9,3,10,0,753,0,752,0,753,464,464,0,0,289,1
Frank Thompson,147718,G,N COLORADO,12,100.0,0,253,62.7,68.1,59.5,0,7,327,100.0,100.0,98.3,0,9,2,753,0,0,0,753,342,342,753,0,411,0
Kirk Ford,150981,T,JACKSON ST,14,100.0,0,194,78.8,84.6,76.3,2,4,304,100.0,100.0,98.4,4,8,2,752,0,14,536,752,320,320,199,0,432,2
Florian Staehler,148445,G,TOWSON,12,100.0,0,317,53.8,48.7,54.9,5,14,394,100.0,100.0,97.3,3,20,1,751,0,751,0,751,426,426,0,0,325,0
Xavier Allen,171945,T,BUCKNELL,11,100.0,0,125,62.2,58.9,65.4,7,13,450,100.0,100.0,96.9,6,24,4,751,0,0,748,751,477,477,0,2,274,1
Freddie Pelling,174018,T,CAMPBELL,12,100.0,0,131,62.8,73.6,56.0,2,10,381,100.0,100.0,97.1,4,17,5,750,0,0,749,750,411,411,0,0,339,0
Hayden Bozich,161827,T,BROWN,9,99.9,1,123,72.1,75.4,66.7,3,14,428,99.8,99.8,98.0,4,17,0,750,0,0,737,751,458,459,0,7,292,4
Luke Petit,149901,G,FURMAN,11,100.0,0,170,56.7,62.4,51.9,3,11,397,100.0,100.0,97.7,1,16,2,748,268,412,68,748,415,415,0,0,333,0
Grant Goodson,122746,T,MO STATE,12,100.0,0,230,65.5,69.3,61.8,4,12,446,100.0,100.0,97.1,2,21,5,748,0,0,0,748,465,465,85,663,283,0
Tyler Leinberger,158764,C,HAMPTON,11,100.0,0,178,59.3,80.1,53.9,1,6,305,100.0,100.0,98.9,3,7,0,747,450,296,0,747,324,324,1,0,423,0
Shane Keenan,164908,G,YNGTOWN ST,12,100.0,0,353,67.2,75.8,64.9,1,10,365,100.0,100.0,98.5,3,11,0,747,0,0,0,747,372,372,747,0,375,0
Jamari Freeman,159658,G,TENN STATE,13,100.0,0,308,59.7,68.8,55.1,1,9,415,100.0,100.0,98.6,3,11,1,747,0,0,0,747,437,437,737,9,310,0
Kevin Burkett,148327,T,ELON,12,100.0,0,162,64.1,89.7,56.3,0,9,393,100.0,100.0,98.3,6,11,2,746,367,1,364,746,413,413,0,14,333,0
Adam Dolan,149443,T,BUTLER,12,100.0,0,127,81.1,79.6,77.3,6,2,311,100.0,100.0,98.4,2,9,1,746,0,0,743,746,326,326,0,0,420,2
Tyler Murray,188565,G,MERCER,14,100.0,0,219,60.3,74.9,55.6,0,8,343,100.0,100.0,98.3,3,10,2,746,0,0,1,746,350,350,745,0,396,0
JaQuan Adams,176868,T,E TENN ST,12,100.0,1,157,68.0,85.2,61.9,1,5,336,100.0,100.0,98.8,9,7,1,746,0,0,739,746,359,359,0,2,387,5
Noah Peterson,162270,G,PRESBYTERN,12,100.0,0,271,69.2,79.4,64.5,2,8,392,100.0,100.0,98.7,0,10,0,745,0,745,0,745,415,415,0,0,330,0
Nathan VanDeWoestyne,160513,T,DRAKE,12,100.0,1,153,55.7,62.0,52.7,3,19,457,100.0,100.0,96.5,6,27,5,745,0,0,744,745,484,484,0,0,261,1
Conor Clyde,149512,T,DAYTON,11,100.0,0,150,66.3,81.5,56.1,2,7,378,100.0,100.0,97.8,3,13,4,744,0,0,743,744,396,396,0,0,348,0
Robert Keller,150679,T,STF AUSTIN,12,100.0,1,301,57.0,74.8,49.6,0,16,416,100.0,100.0,97.6,6,18,2,744,0,0,679,744,424,424,0,65,320,0
Hayden Olmsted,172112,C,BUTLER,12,100.0,0,127,70.1,79.5,67.5,1,4,311,100.0,100.0,99.2,3,5,0,744,744,0,0,744,326,326,0,0,418,0
David Bodden,186506,C,W GEORGIA,11,100.0,0,1177,56.4,70.0,48.9,3,7,432,100.0,100.0,98.4,1,12,2,743,742,0,0,743,458,458,0,0,285,1
C.J. Van Buren,153940,G,ARKAPB,12,100.0,1,112,59.5,73.1,56.3,1,8,421,100.0,100.0,98.5,6,11,2,741,0,732,9,741,449,449,0,0,292,0
Nic Cruji,164552,G,MAINE,12,100.0,1,212,54.2,62.5,51.3,1,18,391,100.0,100.0,97.3,5,20,1,740,0,1,0,740,421,421,736,0,319,2
Bennet Krebs,143182,C,DRAKE,12,100.0,1,153,65.8,69.6,66.7,0,10,457,100.0,100.0,98.7,6,11,1,740,740,0,0,740,484,484,0,0,256,0
Vincent Munlin Jr.,54183,T,E KENTUCKY,13,100.0,3,159,51.7,51.3,53.2,4,29,313,100.0,100.0,94.4,6,34,1,740,0,0,0,740,341,341,0,740,399,0
Parker Mitchell,159177,T,RICHMOND,13,100.0,1,276,56.3,65.5,55.9,1,11,321,100.0,100.0,96.9,6,16,4,739,0,0,0,739,332,332,0,739,407,0
Jack Ziebell,127178,C,N COLORADO,12,100.0,0,253,62.6,68.8,58.7,1,3,318,100.0,100.0,99.1,0,5,1,738,679,58,0,738,333,333,0,0,405,0
Darius Fox,154736,G,HOWARD,11,100.0,0,184,66.2,80.7,61.8,2,8,377,100.0,100.0,98.7,2,10,0,738,7,731,0,738,396,396,0,0,342,0
Ryan Iiams,155277,G,DAYTON,11,100.0,0,150,69.8,88.9,64.7,1,4,376,100.0,100.0,99.1,2,6,1,738,0,0,0,738,394,394,737,0,344,0
Jabril Williams,105440,C,ELON,12,100.0,0,162,60.0,83.8,51.8,0,6,384,100.0,100.0,98.2,4,10,4,737,391,0,0,737,405,405,346,0,332,0
Marcus Alexander,99432,G,AUSTINPEAY,12,100.0,0,116,45.9,53.4,43.2,4,12,410,100.0,100.0,96.3,6,23,7,737,0,394,0,737,422,422,343,0,315,0
Antonio Williams,142685,T,DELWARE ST,12,100.0,1,152,70.8,87.5,58.8,2,10,411,100.0,100.0,98.1,4,14,2,735,0,0,731,735,432,432,0,1,303,3
Quincy Hughes,133667,T,WOFFORD,12,100.0,1,350,77.0,80.4,74.2,3,7,393,100.0,100.0,98.2,6,12,2,735,0,0,731,735,417,417,0,1,318,1
Brady Anderson,127093,C,WAGNER,12,100.0,2,338,62.1,63.5,60.3,1,9,389,100.0,100.0,98.2,4,12,2,735,557,0,72,735,413,413,0,106,322,0
Luke Moise,185941,G,WOFFORD,12,100.0,1,350,68.7,76.8,69.2,3,10,393,100.0,100.0,98.1,7,14,1,734,0,730,0,734,417,417,1,0,317,1
Sam Hagen,148136,T,S DAK ST,13,100.0,0,292,64.8,60.5,64.2,3,18,319,100.0,100.0,96.1,1,23,2,733,0,0,0,733,337,337,0,728,396,5
Billy Lutui,104694,G,PORTLAND,11,100.0,3,269,65.5,62.2,68.4,0,7,328,100.0,100.0,98.6,7,8,1,733,0,0,0,733,351,351,732,0,382,0
Briggs Kearse,139150,G,WOFFORD,12,100.0,0,350,51.9,55.7,55.9,3,16,392,100.0,100.0,97.1,9,21,2,733,0,1,1,733,416,416,729,0,317,0
Kortez Winslow,178988,T,LAMAR,12,100.0,3,204,37.8,30.5,50.8,1,13,323,100.0,100.0,96.6,13,18,4,732,0,0,728,732,352,352,0,0,380,4
Anthony Perez,148516,G,BRYANT,12,100.0,0,124,64.4,66.4,64.2,1,14,459,100.0,100.0,98.1,4,16,1,732,315,0,0,732,484,484,416,0,248,0
Nico Rodriguez-Pena,172708,G,CITADEL,12,100.0,0,139,54.2,51.3,52.6,2,9,273,100.0,100.0,96.9,1,14,3,732,0,728,0,732,284,284,3,0,448,0
Thomas Buxton,165033,G,RHODE ISLD,12,100.0,0,274,56.1,69.9,50.8,4,4,357,100.0,100.0,98.3,1,10,2,731,0,730,1,731,378,378,0,0,353,0
Logan Weedman,149230,T,TENN TECH,12,100.0,0,309,64.0,67.6,58.4,1,11,370,100.0,100.0,97.3,0,16,4,731,0,0,0,731,388,388,0,731,343,0
Chris Leonardo,166679,T,MARIST,11,100.0,3,213,60.9,68.1,54.9,2,22,475,100.0,100.0,97.1,6,26,2,730,0,1,0,730,505,505,0,729,225,0
Jake Picard,142402,C,VILLANOVA,13,100.0,1,334,58.1,73.6,53.3,2,4,325,100.0,100.0,98.5,6,8,2,729,729,0,0,729,346,346,0,0,383,0
Nick Taiste,142771,G,SCAR STATE,12,100.0,0,290,68.3,81.8,63.5,1,6,398,100.0,100.0,98.9,2,8,1,728,0,0,1,728,422,422,721,4,306,0
Gavin Hulet,192813,T,LNDNWD,12,100.0,0,949,47.8,50.9,45.0,4,14,351,100.0,100.0,95.2,0,26,8,728,0,0,0,728,370,370,0,728,358,0
Jeff Woods,150434,G,BRYANT,12,100.0,1,124,63.2,74.5,63.1,2,12,456,100.0,100.0,98.2,8,15,1,727,0,275,349,727,482,482,103,0,245,0
Ross Palmer,143186,T,DRAKE,12,100.0,0,153,83.6,86.8,79.6,0,8,452,100.0,100.0,99.1,6,8,0,727,0,0,0,727,478,478,37,688,249,2
Tyson Foster,142214,G,WAGNER,12,100.0,0,338,53.3,47.6,53.7,0,9,385,100.0,100.0,98.1,2,12,3,724,0,724,0,724,409,409,0,0,315,0
Jake Timm,142493,C,LIUSHAR,12,100.0,1,1298,65.8,88.3,57.5,2,3,344,100.0,100.0,99.3,1,5,0,723,723,0,0,723,361,361,0,0,362,0
Moshood Giwa,171590,T,LIUSHAR,12,100.0,1,1298,65.9,85.1,53.9,2,7,345,100.0,100.0,98.7,3,9,0,722,0,0,452,722,362,362,0,270,360,0
Trevor Swan,162157,T,GEORGETOWN,11,100.0,0,172,52.1,47.0,54.7,8,10,383,100.0,100.0,97.1,3,20,2,722,0,0,722,722,404,404,0,0,318,0
Jason Ivey,150559,T,NC A&T,12,100.0,0,246,61.2,73.6,53.7,4,10,382,100.0,100.0,97.1,4,18,4,721,0,0,717,721,412,412,1,0,309,3
Tyrell Ragland,177831,G,CHATTNOOGA,12,100.0,1,137,58.1,71.1,55.4,1,7,338,100.0,100.0,98.8,7,8,0,721,0,721,0,721,355,355,0,0,366,0
Jason Eaton,130454,T,TENN MARTN,14,100.0,0,310,62.2,59.2,65.5,2,21,355,100.0,100.0,94.8,5,30,7,721,0,0,718,721,369,369,0,2,352,1
Andrew Bernard,186594,C,MERCYHURST,11,100.0,1,977,66.5,81.4,59.2,1,7,438,100.0,100.0,98.6,2,10,2,721,718,0,0,721,460,460,0,0,261,0
Ashton Flinn,165180,G,MURRAY ST,12,100.0,1,236,59.0,77.2,55.6,0,3,318,100.0,100.0,98.9,5,5,2,720,163,553,0,720,338,338,3,0,382,0
Donnell Wilson,98382,T,TENN TECH,12,100.0,1,309,62.6,70.3,60.5,4,5,366,100.0,100.0,98.2,7,11,2,719,0,0,715,719,384,384,0,0,335,2
Tommy Inge,149975,G,VA MILT IN,12,100.0,2,336,59.9,74.2,56.2,3,9,381,99.7,99.7,97.9,8,14,2,719,1,718,0,719,395,396,0,0,324,0
Shalik Hubbard,164565,G,MONMOUTH,12,99.7,1,231,60.6,65.9,60.5,0,12,401,99.5,99.5,98.0,4,14,2,719,0,0,1,721,425,427,552,151,294,17
Tyriq Poindexter,149980,T,VA MILT IN,12,100.0,1,336,65.5,73.0,62.2,2,9,381,99.7,99.7,98.0,7,13,2,718,0,0,715,718,395,396,0,0,323,3
Cole Holtz,139106,C,VA MILT IN,12,100.0,0,336,55.5,72.3,50.9,0,14,380,99.7,99.7,97.9,7,15,1,717,717,0,0,717,394,395,0,0,323,0
Michael Bennett III,164687,T,YALE,10,100.0,0,352,68.5,69.7,66.0,0,10,359,100.0,100.0,98.3,3,11,1,715,0,0,0,715,383,383,0,714,332,0
Blake Hundley,139032,T,FURMAN,11,100.0,0,170,57.9,63.0,54.2,4,16,373,100.0,100.0,96.2,3,24,4,714,0,0,0,714,391,391,0,714,323,0
Connor Smith,151159,C,YALE,10,100.0,1,352,71.9,87.6,65.9,0,1,359,100.0,100.0,99.6,4,2,1,714,714,0,0,714,383,383,0,0,331,0
Donnie Hardin,146577,G,LIUSHAR,12,100.0,0,1298,55.6,80.2,48.7,1,8,343,100.0,100.0,98.1,3,11,2,712,0,712,0,712,360,360,0,0,352,0
Christon Love,141764,C,ARKAPB,12,100.0,0,112,57.1,68.5,52.0,1,10,403,100.0,100.0,98.4,2,12,1,711,646,0,65,711,431,431,0,0,280,0
Dylan Page,171152,T,CORNELL,10,100.0,0,147,63.5,72.5,56.3,2,13,422,100.0,100.0,98.2,3,15,0,711,0,0,0,711,441,441,29,682,270,0
Jestus Johnson,132972,G,DELWARE ST,12,100.0,1,152,54.0,53.2,58.6,4,11,392,100.0,100.0,96.3,9,22,7,710,342,366,0,710,412,412,2,0,298,0
George Padezanin,143117,C,LEHIGH,13,100.0,0,205,74.6,81.9,70.8,0,6,275,100.0,100.0,98.5,3,7,1,710,710,0,0,710,294,294,0,0,416,0
Tyler McMillan,155919,T,SE MO ST,11,100.0,0,293,67.5,85.1,57.2,3,9,447,100.0,100.0,97.8,8,16,4,708,0,0,708,708,479,479,0,0,229,0
Payson Campisano,105462,G,CAL POLY,11,100.0,1,129,64.3,58.8,65.5,4,11,414,100.0,100.0,97.9,3,16,1,708,0,0,0,708,448,448,708,0,260,0
Kevin Ma,159296,C,CORNELL,10,100.0,0,147,65.0,82.6,58.2,1,9,422,100.0,100.0,98.8,4,10,0,708,459,249,0,708,441,441,0,0,267,0
Austin Anderson,142796,T,CAL POLY,11,100.0,1,129,66.1,68.3,61.4,2,10,412,100.0,100.0,97.6,4,16,4,707,0,0,0,707,446,446,0,705,261,1
Nate Adams,146074,T,STF AUSTIN,12,100.0,1,301,64.6,89.0,55.6,0,6,393,100.0,100.0,98.7,5,8,2,707,256,40,0,707,401,401,48,363,306,0
Nonso Omezi,160100,G,HOUCHR,12,100.0,0,183,59.3,73.8,56.1,1,11,349,100.0,100.0,98.3,5,12,0,707,0,705,2,707,368,368,0,0,339,0
Jamal Mull,121398,G,CENT ARK,12,100.0,0,132,61.4,76.9,56.8,0,8,364,100.0,100.0,98.4,2,10,2,706,0,0,3,706,383,383,703,0,323,0
Hunter Barlow,176967,C,STNY BROOK,12,100.0,0,303,61.7,70.1,61.3,2,8,340,100.0,100.0,98.2,7,11,1,705,596,106,0,705,359,359,3,0,346,0
JT Hill,174439,T,PRESBYTERN,11,100.0,0,271,68.3,78.8,60.4,3,4,364,100.0,100.0,98.5,3,9,2,705,0,0,0,705,387,387,0,700,318,5
Jevale Roberson,105262,G,LAMAR,12,100.0,1,204,64.6,74.2,62.0,0,3,324,100.0,100.0,98.6,5,6,3,705,0,1,0,705,357,357,704,0,348,0
Will Diggins,164207,G,CENT ARK,12,100.0,0,132,63.1,80.7,57.3,0,7,361,100.0,100.0,98.8,1,8,1,704,0,703,1,704,377,377,0,0,327,0
Brady Norton,170649,T,CAL POLY,11,100.0,0,129,74.0,89.7,65.4,0,3,410,100.0,100.0,99.4,6,4,1,704,0,0,704,704,444,444,0,0,260,0
Ryan Lamb,149905,G,FURMAN,11,100.0,0,170,63.2,72.0,62.2,3,4,363,100.0,100.0,98.8,4,8,1,703,0,12,0,703,378,378,691,0,325,0
Blake Anderson,138269,G,N IOWA,12,100.0,0,255,65.9,81.1,59.7,0,6,352,100.0,100.0,99.1,0,6,0,702,0,693,5,702,371,371,0,4,331,0
Mason Merriwether,176865,C,CAMPBELL,11,100.0,0,131,57.5,78.7,52.9,0,5,354,100.0,100.0,99.3,5,5,0,699,653,46,0,699,381,381,0,0,318,0
Marcelo Mendiola,101017,G,S ILLINOIS,12,100.0,2,295,52.1,61.8,46.7,1,18,401,100.0,100.0,96.9,6,22,3,697,0,693,0,697,426,426,0,0,271,0
Chris Moreno,170885,G,MONMOUTH,12,100.0,0,231,70.8,87.6,68.0,1,3,393,100.0,100.0,99.5,5,4,0,697,0,696,0,697,414,414,0,0,283,1
Jared Penning,103855,T,N IOWA,12,100.0,0,255,65.4,76.7,55.5,0,11,352,100.0,100.0,97.9,3,13,2,697,0,0,694,697,371,371,0,0,326,2
Rashad Turner,159646,T,SE MO ST,10,100.0,1,293,60.7,68.6,52.7,0,19,475,100.0,100.0,97.6,5,21,2,697,0,0,0,697,500,500,0,697,197,0
Corin Boudreaux,172795,G,SE LA,12,100.0,0,294,58.6,69.2,53.5,1,9,340,100.0,100.0,98.5,2,10,0,697,0,0,0,697,366,366,696,0,331,0
Austin Gentle,148907,C,HARVARD,10,100.0,0,179,76.9,78.9,74.3,0,6,354,100.0,100.0,98.0,1,10,4,694,690,0,0,694,376,376,0,0,318,2
Bradly Anyanwu,105496,G,DELAWARE,11,100.0,0,151,72.0,82.0,68.6,0,8,367,100.0,100.0,98.4,1,10,2,693,0,0,0,693,389,389,684,4,304,2
Aidan Kilstrom,159330,G,HARVARD,10,100.0,0,179,67.8,74.3,64.3,0,5,353,100.0,100.0,99.3,1,5,0,692,0,0,2,692,375,375,690,0,317,0
Michael Entwistle,148902,G,HARVARD,10,100.0,1,179,73.9,65.4,74.9,1,13,353,100.0,100.0,97.5,1,16,2,692,0,690,0,692,375,375,0,0,317,2
Sebastian Pares,171754,G,E ILLINOIS,11,100.0,1,158,68.9,76.8,65.3,1,8,432,100.0,100.0,98.5,2,11,2,691,0,649,0,691,451,451,42,0,240,0
Tristan Roper,103856,T,N IOWA,12,99.9,0,255,61.4,68.8,56.5,4,11,350,99.7,99.7,96.1,2,21,6,691,0,0,0,692,369,370,0,690,322,1
Rolando Jones,141758,T,ARKAPB,12,100.0,1,112,44.6,38.7,46.8,5,26,391,100.0,100.0,95.3,6,34,3,691,0,0,626,691,415,415,0,65,276,0
Jadin Jones,160098,T,TXAMEA,12,100.0,3,1139,56.7,62.1,51.4,2,16,433,100.0,100.0,97.5,5,20,2,689,0,1,642,689,458,458,0,46,231,0
Hutson Lillibridge,144425,G,MO STATE,12,100.0,0,230,54.3,64.1,49.4,4,7,410,100.0,100.0,98.2,3,13,2,689,85,0,0,689,426,426,604,0,263,0
Grayson Lewis,98039,G,LIUSHAR,12,100.0,0,1298,66.0,75.9,63.5,0,11,328,100.0,100.0,98.3,2,11,0,688,3,7,0,688,343,343,678,0,345,0
Andrew Threatt,178626,G,CHARLES SO,12,100.0,0,135,60.8,58.2,61.7,4,8,313,100.0,100.0,97.8,3,13,1,688,0,674,1,688,323,323,13,0,365,0
Eli Brasher,159810,T,FURMAN,10,100.0,0,170,53.0,62.4,49.4,3,6,354,100.0,100.0,97.6,5,13,4,687,0,0,684,687,372,372,0,0,315,3
Joe Horn,128084,C,MAINE,12,100.0,0,212,63.4,57.1,64.3,0,15,372,100.0,100.0,97.4,1,17,2,687,687,0,0,687,396,396,0,0,291,0
Cam Nolan,163922,G,HOLY CROSS,12,100.0,0,181,71.5,70.3,70.2,1,11,313,100.0,100.0,97.8,1,13,1,687,1,0,0,687,330,330,686,0,357,0
Evans Bowling,149625,T,SAN DIEGO,11,100.0,0,283,77.1,82.0,73.6,1,5,372,100.0,100.0,98.9,4,7,1,686,0,0,0,686,391,391,0,680,295,6
Garrison Wheatley,164749,C,NORFOLK,12,100.0,1,244,70.8,83.5,66.0,2,1,266,100.0,100.0,99.4,3,3,0,686,686,0,0,686,281,281,0,0,405,0
Malik Pete,162358,T,TARLETON,12,100.0,1,401,61.8,64.1,61.0,2,2,298,100.0,100.0,98.3,6,7,3,685,0,1,684,685,316,316,0,0,369,0
Josiah Lancaster,162118,T,CHARLES SO,12,100.0,0,135,57.4,52.7,59.0,4,11,310,100.0,100.0,96.6,2,18,3,685,0,0,0,685,319,319,0,684,366,1
Richard Estrella,103858,T,PORTLAND,11,100.0,0,269,64.9,57.2,66.5,0,10,304,100.0,100.0,97.7,3,12,2,685,0,189,496,685,326,326,0,0,359,0
Griffin Comer,148076,C,INDIANA ST,12,100.0,0,191,56.2,70.2,52.0,1,10,313,100.0,100.0,97.6,3,13,2,684,459,148,0,684,333,333,76,0,351,0
Edward Riley,72173,C,SO UTAH,10,100.0,1,298,65.0,78.6,63.3,1,4,283,100.0,100.0,99.1,6,5,0,684,684,0,0,684,304,304,0,0,380,0
RJ Adams,124047,T,NC A&T,12,100.0,0,246,47.6,57.0,42.7,8,10,359,100.0,100.0,96.1,3,23,5,683,0,3,1,683,388,388,41,638,295,0
Andrew Kocan,172721,T,MAINE,11,100.0,0,212,47.3,57.0,47.1,2,17,359,100.0,100.0,96.0,7,24,5,683,0,0,666,683,383,383,0,17,300,0
Caleb Leonard,150345,G,PRVIEW A&M,12,100.0,1,270,64.1,62.2,65.7,0,13,368,100.0,100.0,97.4,4,16,3,681,0,0,173,681,392,392,506,2,289,0
