player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Ean Rodrigue,178002,QB,NICHOLLS,2,3,0,2,100.0,52,0,52,0,0,0,10,0.0,2,2,243,1,1,13.4,51.4,71.4,53.7,,,56.3,60.0,34,0,0,0,0,14,0,0,0,3,1,52,10,3.33,17.3,,2
Joe Gillette,109605,WR,MAINE,11,3,0,0,0.0,0,0,12,0,5,0,2,10.4,0,1,212,0,1,73.1,70.6,86.1,50.8,,71.3,59.2,60.5,7,0,469,29,233,166,0,0,38,32,1,12,2,0.67,4.0,2.01,0
Omarion Blakes,178475,WR,ALCORN ST,12,3,0,0,0.0,0,0,14,0,3,0,6,40.0,0,0,107,1,3,54.6,61.6,80.9,,64.7,60.4,65.2,60.2,6,0,136,12,106,107,0,0,15,15,0,14,6,2.0,4.7,1.28,0
Richard Torres,156456,QB,INCAR WORD,6,3,0,0,0.0,0,0,-3,0,0,0,0,0.0,0,0,189,0,0,68.5,76.2,74.4,75.7,,,60.8,60.0,-1,1,0,0,0,25,0,0,0,3,0,-3,0,0.0,-1.0,,0
Niko Alailefaleula,178990,HB,SO UTAH,12,3,0,1,72.0,36,0,50,0,0,0,7,0.0,2,2,298,0,0,67.8,66.4,77.9,,80.6,62.1,74.0,56.0,36,0,8,1,6,59,0,0,1,4,0,50,7,2.33,16.7,1.33,2
Dom Nankil,182292,QB,SAN DIEGO,3,3,0,1,150.0,18,0,12,0,0,0,0,0.0,1,1,283,1,0,15.1,58.8,70.7,71.9,,,52.2,60.0,18,0,0,0,0,10,0,0,0,3,0,12,0,0.0,4.0,,2
Elias Spence,104032,TE,PORTLAND,11,3,0,0,0.0,0,0,1,0,0,0,2,0.0,0,1,269,0,0,68.5,64.4,32.3,,69.8,53.7,60.2,70.0,4,2,21,3,42,234,0,0,5,6,1,1,2,0.67,0.3,0.5,1
Kaiden Box,185030,QB,N COLORADO,2,3,0,0,0.0,0,0,2,0,0,0,1,0.0,0,0,253,1,1,69.8,54.6,27.6,57.1,,,52.8,60.6,2,1,0,0,0,36,2,1,0,2,0,4,1,0.33,1.3,,1
Luke Baker,185073,QB,SACRAMENTO,2,3,1,0,0.0,0,0,3,0,0,1,3,33.3,0,1,279,0,1,67.8,33.4,72.5,27.2,,,64.6,60.0,5,0,0,0,0,17,0,0,0,3,0,3,3,1.0,1.0,,0
Luke Colella,155372,WR,PRINCETON,10,3,0,0,0.0,0,0,6,5,4,0,4,11.6,0,0,272,0,1,74.1,67.0,19.4,,,67.7,62.6,64.2,7,3,562,43,336,191,0,0,88,46,0,6,4,1.33,2.0,1.67,2
Taj Dyches,185187,HB,ROB MORRIS,2,3,0,1,75.0,15,0,20,0,0,0,10,0.0,1,1,277,0,1,67.3,65.5,69.7,,,60.0,64.7,60.0,15,0,0,0,1,4,0,0,0,3,0,20,10,3.33,6.7,0.0,2
Cameron Nelson,148043,WR,MS VLY ST,10,3,0,0,0.0,0,0,2,3,1,0,6,12.5,0,0,228,0,1,37.1,51.2,85.7,,,50.2,60.1,56.2,5,0,120,13,290,267,0,0,32,16,0,2,6,2.0,0.7,0.41,0
Tevarrius Adams,102341,WR,ALCORN ST,12,3,0,0,0.0,0,1,5,1,0,0,7,0.0,0,0,107,1,1,73.7,54.8,19.6,,,57.9,36.2,56.3,3,3,280,26,296,255,0,0,42,29,0,5,7,2.33,1.7,0.95,0
Sage Shindler,185821,QB,BUTLER,2,3,0,0,0.0,0,0,-4,0,0,0,0,0.0,0,0,127,0,0,67.5,56.0,69.8,55.3,,,60.8,60.0,-1,0,0,0,0,8,0,0,0,3,0,-4,0,0.0,-1.3,,0
Marlon Leslie,185881,HB,PRESBYTERN,2,3,0,0,0.0,0,0,8,0,0,0,6,0.0,0,0,271,0,2,67.3,61.4,68.6,,,59.9,61.5,59.8,5,0,0,0,1,5,0,0,0,3,0,8,6,2.0,2.7,0.0,1
Isaiah Scott,185945,WR,WOFFORD,12,3,1,0,0.0,0,0,8,2,7,1,13,111.8,0,0,350,1,1,33.2,61.5,87.0,,,62.2,61.2,49.5,8,1,354,28,293,203,0,0,49,31,0,8,13,4.33,2.7,1.21,0
AJ Adams,185952,TE,DAVIDSON,4,3,0,0,0.0,0,0,18,0,0,0,4,0.0,1,1,149,0,0,67.8,67.6,71.4,,63.8,60.6,66.6,55.7,14,0,2,1,1,10,0,0,1,4,0,18,4,1.33,6.0,2.0,2
Ryan Tyler,186044,FB,NWSTATE,12,3,0,0,0.0,0,0,4,0,0,0,3,0.0,0,1,257,0,0,67.3,53.7,0.0,,74.4,56.5,61.4,53.3,3,1,0,0,5,42,0,0,0,3,0,4,3,1.0,1.3,0.0,0
Ashton Ashford,186071,HB,ALABAMA ST,2,3,1,0,0.0,0,0,12,0,0,1,9,100.0,0,1,105,0,0,67.8,70.5,69.3,,,79.9,66.1,60.0,7,0,0,0,0,4,0,0,0,3,0,12,9,3.0,4.0,,3
Rylan Davison,186611,WR,MERCYHURST,11,3,1,0,0.0,0,0,-1,1,4,1,2,7.4,0,1,977,0,1,74.1,66.7,87.8,,,66.8,60.0,59.0,1,1,450,42,370,212,0,0,50,45,1,-1,2,0.67,-0.3,1.22,0
Austin Kim,186635,QB,MERCYHURST,4,3,0,0,0.0,0,0,-12,0,0,0,0,0.0,0,0,977,1,0,15.8,47.0,71.1,62.1,,,52.0,60.0,-1,0,0,0,0,10,0,0,0,3,0,-12,0,0.0,-4.0,,0
Amaad Foston,151081,TE,HAMPTON,3,3,0,1,65.2,15,0,23,0,0,0,15,0.0,1,1,178,0,0,68.1,71.6,75.0,,69.7,54.0,75.8,60.5,15,0,0,0,9,8,0,0,0,3,0,23,15,5.0,7.7,0.0,3
Tyce Fusilier,150885,HB,SOUTHERN U,1,3,1,0,0.0,0,0,11,0,0,1,10,111.1,0,0,297,0,0,67.3,60.9,67.3,,,59.5,61.0,,6,0,0,0,1,3,0,0,1,3,0,11,10,3.33,3.7,0.0,3
Kelin Parsons,188567,WR,MERCER,14,3,0,0,0.0,0,0,15,4,8,0,4,23.7,0,1,219,0,0,74.1,68.1,69.3,,68.8,70.5,67.3,48.2,9,1,650,42,329,342,0,0,63,45,0,15,4,1.33,5.0,1.98,0
Justin Shorter,149419,WR,HOLY CROSS,12,3,0,0,0.0,0,1,5,3,2,0,10,15.9,0,0,181,0,1,66.1,68.3,60.1,,,68.5,58.1,65.1,5,2,464,39,277,194,0,0,66,42,0,5,10,3.33,1.7,1.68,0
Jerry Garcia Jr.,148425,WR,RICHMOND,13,3,1,1,64.3,18,0,28,6,7,1,15,117.6,2,2,276,0,0,76.5,67.1,85.2,,,65.9,71.1,61.3,18,0,418,31,223,184,0,0,45,34,0,28,15,5.0,9.3,1.87,0
Kam Robinson,150189,WR,CENT ARK,11,3,1,0,0.0,0,0,17,1,6,1,5,33.3,0,0,132,0,0,74.5,60.0,86.8,,,61.1,66.2,46.7,9,1,358,32,304,263,0,0,55,35,0,17,5,1.67,5.7,1.18,0
Baylor Hayes,192135,QB,E TENN ST,3,3,0,0,0.0,0,0,2,0,0,0,2,0.0,0,1,157,0,1,69.1,73.3,77.5,74.4,,57.2,58.6,60.1,9,0,0,0,1,45,13,2,0,1,0,15,2,0.67,5.0,0.0,0
Tyler Szalkowski,148497,QB,ROB MORRIS,2,3,0,0,0.0,0,0,1,0,0,0,1,0.0,0,1,277,0,0,67.3,67.6,67.4,,,,64.0,60.0,3,0,0,0,0,4,0,0,0,3,0,1,1,0.33,0.3,,1
Adrian Johnson,149871,HB,E TENN ST,1,3,1,1,80.6,25,0,31,0,0,1,31,344.4,1,1,157,0,2,67.3,70.8,69.1,,,,68.5,60.0,25,0,0,0,0,4,0,0,0,3,0,31,31,10.33,10.3,,1
Cobey Thompkins,192469,QB,CITADEL,4,3,0,0,0.0,0,0,3,0,0,0,2,0.0,0,0,139,1,0,15.1,36.5,71.4,51.4,,,46.0,60.0,2,0,0,0,0,9,0,0,0,3,0,3,2,0.67,1.0,,1
Noah Cronquist,86569,WR,E WASHGTON,11,3,2,0,0.0,0,0,13,1,3,2,13,114.0,0,0,161,0,0,71.5,58.6,86.9,,61.9,56.7,59.9,65.8,8,0,220,16,219,223,0,0,27,19,0,13,13,4.33,4.3,1.0,0
Jordan Barton,86281,QB,SACRAMENTO,2,3,1,0,0.0,0,0,31,0,0,1,7,77.8,2,3,279,0,3,68.0,60.3,72.0,42.3,,,72.6,60.0,11,0,0,0,0,12,0,0,0,3,0,31,7,2.33,10.3,,0
Andrew Montez,192758,WR,BRYANT,12,3,2,1,103.4,30,1,29,6,2,2,21,103.7,1,1,124,1,0,29.4,55.8,12.8,,65.6,55.9,58.5,68.0,30,4,299,24,308,147,0,0,46,27,0,29,21,7.0,9.7,0.97,2
Mikal Davis,192780,QB,DELWARE ST,1,3,0,0,0.0,0,0,11,0,0,0,8,0.0,1,1,152,1,1,24.4,31.8,75.0,29.8,,,58.5,60.1,14,0,0,0,0,16,5,1,0,2,0,16,20,6.67,5.3,,0
Elijah Williams,192797,HB,DELWARE ST,1,3,2,0,0.0,0,0,11,0,0,2,11,244.4,0,1,152,0,2,69.3,71.6,66.9,,,,68.8,,7,0,0,0,0,3,0,0,0,3,0,11,11,3.67,3.7,,1
Eugene Foulcard,192890,HB,SE LA,1,3,0,0,0.0,0,0,7,0,0,0,8,0.0,0,0,294,0,1,67.3,52.9,68.6,,,,54.9,60.0,4,0,0,0,0,6,0,0,0,3,0,7,8,2.67,2.3,,2
Max Holtzclaw,193407,QB,PRESBYTERN,1,3,0,0,0.0,0,0,7,0,0,0,0,0.0,0,0,271,0,3,67.6,61.0,69.5,60.7,,,60.1,60.0,5,0,0,0,0,6,0,0,0,3,0,7,0,0.0,2.3,,0
Davis Golick,148857,P,DARTMOUTH,2,3,0,0,0.0,0,0,-50,0,0,0,0,0.0,0,0,148,2,0,6.4,46.8,75.6,,,,57.0,,0,0,0,0,0,3,0,0,0,3,0,-50,0,0.0,-16.7,,0
Joe Williams,196463,HB,MS VLY ST,1,3,0,0,0.0,0,0,6,0,0,0,8,0.0,0,0,228,0,0,69.8,50.5,66.8,,,,52.8,,4,0,0,0,0,3,0,0,0,3,0,6,8,2.67,2.0,,3
Ja'seem Reed,149619,WR,SAN DIEGO,11,3,1,0,0.0,0,0,17,5,10,1,16,73.3,1,1,283,0,0,76.2,90.9,67.4,,,91.1,54.2,65.9,12,1,1054,77,344,259,0,0,118,80,0,17,16,5.33,5.7,3.06,0
Tommy Miller,196493,WR,STHLSK,9,3,1,0,0.0,0,0,12,1,0,1,3,25.0,0,0,1470,0,3,67.8,50.8,76.6,,,53.5,53.3,60.3,5,0,12,1,23,13,0,0,5,4,0,12,3,1.0,4.0,0.52,0
Jason Gabriel,196747,HB,SOUTHERN U,2,3,0,0,0.0,0,0,2,0,0,0,3,0.0,0,1,297,0,2,67.8,61.9,73.1,,70.3,70.3,58.4,60.0,5,0,23,1,13,5,0,0,1,4,0,2,3,1.0,0.7,1.77,1
Tayvonne Miller,196844,HB,ALCORN ST,1,3,0,0,0.0,0,0,9,0,0,0,8,0.0,0,2,107,0,2,67.3,64.4,71.6,,74.9,54.1,68.5,54.2,6,0,0,0,9,7,0,0,1,3,0,9,8,2.67,3.0,0.0,1
Hunter Roddy,163215,HB,IDAHO ST,1,3,1,0,0.0,0,0,21,0,0,1,10,111.1,1,1,186,0,2,68.1,67.0,69.4,,71.5,60.0,65.9,60.0,13,0,0,0,1,5,0,0,0,3,0,21,10,3.33,7.0,0.0,0
Curtis Whiting,162332,HB,SACR HEART,1,3,0,0,0.0,0,0,1,0,0,0,4,0.0,0,0,280,0,0,67.3,50.6,66.8,,,,52.8,,1,0,0,0,0,3,0,0,0,3,0,1,4,1.33,0.3,,3
Stacy Dobbins,185107,WR,UC DAVIS,14,2,1,0,0.0,0,0,6,1,2,1,5,44.1,0,0,322,0,0,70.5,63.7,83.1,,,62.7,60.8,66.2,4,0,154,15,113,80,0,0,17,17,0,6,5,2.5,3.0,1.36,0
Carter Vargas,185121,HB,UC DAVIS,1,2,0,1,92.6,25,0,27,0,0,0,6,0.0,1,2,322,0,2,65.5,72.8,65.2,,,,69.4,,25,0,0,0,0,2,0,0,0,2,1,27,6,3.0,13.5,,0
E. Jai Mason,177868,WR,SAMFORD,11,2,1,0,0.0,0,0,13,5,8,1,6,50.0,1,0,282,1,0,48.7,61.3,63.7,,,63.7,44.6,46.6,10,2,451,52,357,228,0,0,77,54,0,13,6,3.0,6.5,1.26,0
Lathan Boone,191494,QB,N ARIZONA,2,2,0,0,0.0,0,0,4,0,0,0,3,0.0,0,0,252,0,1,65.9,56.2,70.7,60.0,,,58.6,60.0,4,0,0,0,0,11,0,0,0,2,0,4,3,1.5,2.0,,0
Seven McGee,146562,WR,ALBANY,10,2,0,0,0.0,0,0,8,4,12,0,2,24.0,0,0,106,1,1,47.3,70.7,35.1,,,72.4,63.3,51.5,5,3,644,48,352,144,0,0,88,50,0,8,2,1.0,4.0,1.83,0
Kyle Weber,136927,TE,TARLETON,14,2,0,0,0.0,0,0,4,0,0,0,3,0.0,0,2,401,0,0,65.5,52.4,82.7,,63.4,44.6,66.3,53.4,3,1,0,0,27,217,0,0,1,2,2,4,3,1.5,2.0,0.0,2
Molayo Irefin,191608,WR,MAINE,11,2,1,0,0.0,0,0,-5,2,2,1,4,28.6,0,0,212,0,0,80.6,59.2,85.7,,,59.0,55.8,61.0,-2,0,302,19,230,139,0,0,33,21,0,-5,4,2.0,-2.5,1.31,0
Dominic Kibby,162256,WR,PRESBYTERN,12,2,0,0,0.0,0,1,-1,3,6,0,0,0.0,0,0,271,0,0,74.4,70.6,86.0,87.3,,70.0,55.8,61.7,3,2,722,52,357,296,3,1,81,53,0,2,1,0.5,1.0,2.02,1
James Hayes,186082,QB,ALABAMA ST,1,2,0,0,0.0,0,0,-8,0,0,0,0,0.0,0,0,105,0,1,67.1,81.1,75.2,87.3,,,54.2,60.2,1,0,0,0,0,28,1,1,0,1,0,-7,0,0.0,-3.5,,0
Matthew Broad,165659,FB,NWSTATE,12,2,0,0,0.0,0,0,2,0,0,0,0,0.0,0,1,257,0,0,65.5,49.5,79.0,,28.7,57.0,62.6,48.6,3,0,0,0,3,50,0,0,0,2,1,2,0,0.0,1.0,0.0,0
George Helms,185244,HB,ELON,1,2,0,0,0.0,0,0,10,0,0,0,7,0.0,0,1,162,0,2,65.5,64.0,65.2,,,,62.9,,6,0,0,0,0,2,0,0,0,2,0,10,7,3.5,5.0,,0
Alexander Davis,178862,K,MS VLY ST,2,2,0,0,0.0,0,0,-6,0,0,0,2,0.0,0,0,228,2,0,7.8,56.6,69.8,,,,60.0,,0,0,0,0,0,2,0,0,0,2,0,-6,2,1.0,-3.0,,0
Dylan Elder,193362,HB,DARTMOUTH,1,2,1,0,0.0,0,0,7,0,0,1,7,175.0,0,0,148,0,0,65.5,63.6,64.5,,,,62.6,,5,0,0,0,0,2,0,0,0,2,0,7,7,3.5,3.5,,2
Nathan Kent,148446,QB,TOWSON,2,2,0,0,0.0,0,0,-1,0,0,0,0,0.0,0,1,317,0,0,63.7,69.1,65.5,,,,64.5,,2,0,0,0,0,1,2,1,0,1,1,1,0,0.0,0.5,,0
Joseph Henry,165413,HB,HAMPTON,2,2,0,0,0.0,0,0,5,0,0,0,3,0.0,0,0,178,0,1,65.5,56.8,68.2,,,59.5,58.1,60.0,3,0,0,0,1,3,0,0,0,2,0,5,3,1.5,2.5,0.0,1
Mason VonJess,177339,K,SACR HEART,3,2,0,1,100.0,30,0,30,0,0,0,1,0.0,1,1,280,1,0,9.8,52.0,75.6,,,,53.5,60.0,30,0,0,0,0,3,0,0,0,2,0,30,1,0.5,15.0,,0
Kareem Burke,160224,WR,ARKAPB,8,2,1,2,100.0,66,0,66,1,5,1,19,570.0,2,2,112,0,0,75.6,64.4,17.2,,,63.5,68.5,62.4,43,1,95,8,85,68,0,0,16,10,1,66,19,9.5,33.0,1.12,0
D'Vontae Key,122754,WR,MO STATE,12,2,0,0,0.0,0,0,21,7,1,0,4,7.4,1,1,230,0,0,31.9,58.4,87.8,,62.1,56.9,67.6,63.9,14,0,406,25,357,161,0,0,43,27,0,21,4,2.0,10.5,1.14,0
Damien Mazil,159562,QB,WAGNER,3,2,1,0,0.0,0,0,11,0,0,1,9,225.0,0,0,338,1,0,70.1,53.9,77.7,52.6,,,60.2,60.0,7,2,0,0,0,35,0,0,0,2,0,11,9,4.5,5.5,,1
Terry Matthews,150118,WR,NICHOLLS,11,2,0,0,0.0,0,1,10,6,9,0,4,48.6,0,0,243,2,0,41.5,60.3,38.7,,,60.5,63.5,57.4,6,2,462,35,311,205,0,0,64,37,0,10,4,2.0,5.0,1.49,0
Rowan Keefe,165386,QB,VALPO,3,2,0,0,0.0,0,2,-4,0,0,0,0,0.0,0,0,332,0,0,69.1,39.7,15.6,38.4,,,64.7,60.0,9,4,0,0,0,16,9,1,0,1,0,5,4,2.0,2.5,,0
Sergio Morancy,148191,WR,N IOWA,12,2,1,0,0.0,0,0,6,6,2,1,13,48.8,0,0,255,0,1,78.5,66.1,42.7,,,65.3,62.3,72.1,6,4,547,38,285,251,0,0,74,40,0,6,13,6.5,3.0,1.92,0
David Pantelis,151153,WR,YALE,10,2,2,0,0.0,0,0,11,5,14,2,10,127.0,1,1,352,1,0,80.2,82.2,2.9,,69.8,83.9,,66.4,11,4,910,61,325,255,0,0,96,63,0,11,10,5.0,5.5,2.8,0
Jasiah Williams,142364,WR,STNY BROOK,11,2,0,0,0.0,0,0,1,4,11,0,2,20.4,0,0,303,0,0,79.4,63.8,46.2,,,64.2,63.4,58.8,6,2,506,52,369,266,0,0,84,54,0,1,2,1.0,0.5,1.37,0
Jalen Johnson,150097,WR,GRAMBLING,12,2,1,0,0.0,0,0,4,0,3,1,-1,-13.3,0,1,177,1,0,83.5,54.2,87.8,,63.9,53.2,63.0,57.5,8,0,187,13,315,220,0,0,21,15,0,4,-1,-0.5,2.0,0.59,0
Jackson Williams,192004,WR,N DAK ST,13,2,1,0,0.0,0,0,19,1,2,1,1,15.0,1,1,250,0,0,85.7,69.8,80.5,,,67.2,73.0,60.3,12,0,128,8,67,70,0,0,10,10,0,19,1,0.5,9.5,1.91,0
Ben Barnes,161854,K,CITADEL,2,2,0,0,0.0,0,0,-15,0,0,0,0,0.0,0,0,139,1,0,9.3,38.0,69.8,,,30.5,60.0,,0,0,0,0,1,1,0,0,0,2,0,-15,0,0.0,-7.5,0.0,0
Quinton Renfro,192039,HB,S DAK ST,1,2,1,0,0.0,0,0,6,0,0,1,6,150.0,0,0,292,0,1,65.5,64.7,65.4,,,,63.4,,4,0,0,0,0,2,0,0,0,2,0,6,6,3.0,3.0,,1
Gus Theisen,165327,HB,STTHOM,1,2,0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,1129,1,2,9.8,33.2,69.3,,72.7,,39.1,59.6,3,0,0,0,0,4,0,0,0,2,0,1,0,0.0,0.5,,0
Stephen Brantley,177942,P,W CAROLINA,2,2,1,0,0.0,0,0,7,0,0,1,10,250.0,1,1,344,0,0,65.5,65.2,73.6,,,,63.9,,10,0,0,0,0,2,0,0,0,2,0,7,10,5.0,3.5,,0
Zechariah Prince,171429,HB,INDIANA ST,1,2,0,0,0.0,0,0,1,0,0,0,5,0.0,0,0,191,0,0,65.5,56.0,67.8,,,60.0,57.1,,1,0,0,0,1,2,0,0,0,2,0,1,5,2.5,0.5,0.0,2
Bradyn Fleharty,185428,QB,YALE,1,2,0,0,0.0,0,0,-7,0,0,0,0,0.0,0,0,352,0,0,65.5,60.9,65.5,,,,60.1,,-3,0,0,0,0,2,0,0,0,2,0,-7,0,0.0,-3.5,,0
Noah Tracey,177081,K,NORFOLK,2,2,0,0,0.0,0,0,-19,0,0,0,0,0.0,0,0,244,1,1,9.8,20.6,60.0,,,,36.8,,-9,0,0,0,0,2,0,0,0,2,0,-19,0,0.0,-9.5,,0
Billy Roberson II,186332,HB,HOWARD,1,2,1,0,0.0,0,0,7,0,0,1,7,175.0,0,0,184,0,0,66.7,57.5,66.8,,,59.8,58.4,60.0,4,0,0,0,1,3,0,0,0,2,0,7,7,3.5,3.5,0.0,2
David Parsons,192170,QB,MOREHEAD,1,2,0,0,0.0,0,0,5,0,0,0,5,0.0,0,2,234,0,0,67.0,70.0,72.2,55.9,,,71.5,60.0,4,0,0,0,0,13,0,0,0,2,0,5,5,2.5,2.5,,0
Logan Forcum,165243,P,DAYTON,3,2,0,0,,0,0,0,0,0,0,0,0.0,0,0,150,0,0,12.1,39.0,73.2,,,,46.5,,0,0,0,0,0,3,0,0,0,2,0,0,0,0.0,0.0,,0
Justin Wilson,197731,WR,TEXAS STHN,1,2,0,0,0.0,0,0,-5,0,0,0,5,0.0,0,0,313,0,2,68.3,53.6,65.6,,,,56.5,,3,0,0,0,0,2,0,0,0,2,0,-5,5,2.5,-2.5,,0
Cooper Willman,138032,WR,E ILLINOIS,12,2,0,0,0.0,0,0,3,2,4,0,13,37.1,0,0,158,0,0,83.5,80.3,88.4,,63.9,80.7,57.7,63.8,9,0,949,68,456,261,0,0,101,70,0,3,13,6.5,1.5,2.08,0
Charlie Arvanigian,196468,QB,STHLSK,2,2,0,0,0.0,0,0,-1,0,0,0,-3,0.0,0,0,1470,0,1,65.9,57.6,70.4,60.9,,,57.3,60.0,4,0,0,0,0,10,0,0,0,2,0,-1,-3,-1.5,-0.5,,1
Hakeem Meggett,164505,WR,E TENN ST,12,2,0,0,0.0,0,0,-1,4,2,0,2,8.7,0,0,157,1,0,28.5,67.0,85.8,,0.0,67.2,63.0,60.5,8,1,427,21,181,176,0,0,39,23,0,-1,2,1.0,-0.5,2.36,0
Mohamed Diawara,178379,WR,MARIST,11,2,0,0,0.0,0,1,8,4,1,0,2,8.7,1,0,213,0,1,78.1,60.4,59.2,66.1,57.7,60.0,69.1,52.5,12,1,326,22,309,123,12,1,51,23,0,20,2,1.0,10.0,1.06,0
Chris Gannaway,171760,HB,ARKAPB,1,2,1,0,0.0,0,0,15,0,0,1,9,225.0,0,1,112,0,0,65.5,72.6,68.0,,,60.0,69.7,,9,0,0,0,1,2,0,0,0,2,0,15,9,4.5,7.5,0.0,2
Josh Lorick,192305,WR,INCAR WORD,14,2,2,1,72.5,29,0,40,3,8,2,5,48.1,2,2,189,0,0,74.4,60.8,87.1,70.1,,59.1,75.0,59.6,29,1,526,50,477,285,0,0,78,52,0,40,5,2.5,20.0,1.1,0
Braydon Black,186596,WR,MERCYHURST,8,2,1,0,0.0,0,0,13,1,1,1,20,250.0,1,1,977,0,0,71.8,54.8,18.5,,,55.5,59.9,58.2,12,1,74,6,112,43,0,0,16,8,0,13,20,10.0,6.5,0.66,0
Jordan Owens,164222,TE,CENT ARK,12,2,2,0,0.0,0,0,13,1,5,2,13,227.5,1,2,132,0,0,71.7,63.0,71.4,,80.9,59.2,63.3,58.8,10,1,151,18,146,281,0,0,21,20,0,13,13,6.5,6.5,1.03,0
Joshua Brown,148613,P,WAGNER,2,2,0,0,0.0,0,0,-8,0,0,0,0,0.0,0,0,338,0,0,65.5,52.7,69.8,,,,56.7,,3,0,0,0,0,2,0,0,0,2,0,-8,0,0.0,-4.0,,1
Brendan Bell,142391,LB,VILLANOVA,7,2,0,0,0.0,0,0,10,0,0,0,5,0.0,0,2,334,0,1,66.3,65.4,78.0,,,57.3,69.8,54.4,6,3,0,1,4,19,0,0,1,3,2,10,5,2.5,5.0,0.0,1
Mali Walton,149196,LB,SE MO ST,2,2,0,0,0.0,0,0,-1,0,0,0,0,0.0,0,0,293,0,1,66.7,55.6,65.3,,,,58.1,60.0,0,2,0,0,0,3,0,0,0,2,0,-1,0,0.0,-0.5,,1
Nick Lemon,171177,WR,DARTMOUTH,6,2,1,0,0.0,0,0,-2,0,2,1,1,30.0,0,0,148,0,1,69.3,67.7,78.4,,,67.4,59.6,63.9,2,0,35,3,29,30,0,0,7,5,0,-2,1,0.5,-1.0,1.21,0
Joey Isabella,142453,WR,DUQUESNE,11,2,0,0,0.0,0,0,14,3,8,0,0,0.0,1,1,155,0,0,73.9,84.5,57.1,,,85.0,63.2,64.8,13,1,772,42,250,150,0,0,69,44,0,14,0,0.0,7.0,3.09,1
Will Haslett,163889,K,FORDHAM,2,2,0,0,0.0,0,0,-34,0,0,0,0,0.0,0,0,168,0,0,65.5,60.9,73.6,,,,60.1,,-2,0,0,0,0,2,0,0,0,2,0,-34,0,0.0,-17.0,,0
Jacob Baker,170577,K,E KENTUCKY,2,2,0,0,0.0,0,0,-23,0,0,0,0,0.0,0,0,159,1,0,10.2,46.1,73.6,,,,57.0,,-7,0,0,0,0,2,0,0,0,2,0,-23,0,0.0,-11.5,,0
Ty Anderson,164498,LB,E TENN ST,3,2,0,0,,0,0,0,0,0,0,1,0.0,0,1,157,0,2,65.5,63.8,66.9,,,,63.0,60.0,1,3,0,0,0,5,0,0,0,2,1,0,1,0.5,0.0,,0
Elijah Bass,156041,T,CITADEL,5,2,0,1,97.1,33,0,34,0,0,0,32,0.0,1,1,139,0,1,65.5,62.7,68.8,,60.5,62.7,61.6,59.1,33,0,0,0,2,4,0,0,0,2,0,34,32,16.0,17.0,0.0,0
Symon Sathler,164556,HB,MAINE,2,2,0,0,0.0,0,0,5,0,0,0,1,0.0,0,0,212,0,2,65.5,65.4,72.1,,58.7,56.6,65.9,60.0,5,0,0,0,4,5,0,0,0,2,0,5,1,0.5,2.5,0.0,0
Mason Pierce,104954,WR,INCAR WORD,14,2,0,0,0.0,0,0,11,4,4,0,3,18.2,0,0,189,1,2,58.6,54.7,45.7,,,55.4,60.5,52.8,9,2,192,31,219,72,0,0,41,33,0,11,3,1.5,5.5,0.88,0
Logan Perez,192559,WR,NEW HAMP,13,2,0,0,,0,0,0,2,0,0,1,0.0,0,0,240,1,0,23.9,55.8,81.2,,60.9,55.8,56.1,62.4,5,0,57,11,75,47,0,0,17,13,0,0,1,0.5,0.0,0.76,0
Titus Cram,192569,FB,N IOWA,2,2,0,0,0.0,0,0,4,0,0,0,1,0.0,0,0,255,0,1,66.3,62.8,71.8,,,86.6,57.8,56.8,4,0,25,1,3,7,0,0,1,3,0,4,1,0.5,2.0,8.33,1
Kyree Drake,165059,WR,STHLSK,4,2,0,0,0.0,0,0,-3,0,0,0,1,0.0,0,0,1470,0,0,27.0,62.3,0.0,,,66.6,54.8,60.2,1,1,41,2,32,29,0,0,8,4,0,-3,1,0.5,-1.5,1.28,0
Coleman Kuntz,161652,TE,SACRAMENTO,9,2,0,0,0.0,0,0,1,3,2,0,0,0.0,0,0,279,1,0,33.3,55.5,71.5,,72.2,54.4,35.6,62.2,1,2,191,25,247,234,0,0,36,27,0,1,0,0.0,0.5,0.77,0
Korey Tai,177167,WR,N DAKOTA,9,2,0,0,0.0,0,0,-2,0,0,0,0,0.0,0,0,249,0,1,66.0,56.8,77.9,,,55.2,57.9,75.0,3,0,22,3,37,31,0,0,3,5,0,-2,0,0.0,-1.0,0.59,0
Grif Wurtz,149797,S,STTHOM,6,2,0,0,0.0,0,0,11,0,0,0,8,0.0,0,1,1129,0,1,72.8,84.2,65.1,70.4,,,68.3,60.0,8,2,0,0,0,5,0,0,0,2,0,11,8,4.0,5.5,,0
