player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Javion Martin,189270,QB,NC CENT,3,10,2,0,0.0,0,0,24,0,0,2,17,42.0,0,3,247,0,5,72.1,58.4,75.0,43.8,,,69.3,60.0,8,0,0,0,0,27,6,1,0,9,0,30,18,1.8,3.0,,2
Nakia Holmes,185984,HB,HOUCHR,1,10,0,1,31.4,16,0,51,0,0,0,29,0.0,2,3,183,0,6,73.1,65.5,70.3,,,,64.4,,16,0,0,0,0,10,0,0,0,10,0,51,29,2.9,5.1,,4
Julio Tatis,185815,HB,WAGNER,3,10,3,0,0.0,0,0,25,0,0,3,28,84.0,0,2,338,0,5,73.3,62.7,73.6,,57.4,56.4,63.1,,8,0,0,0,6,10,0,0,1,10,1,25,28,2.8,2.5,0.0,5
Marcus Crawford,166611,HB,STHLSK,1,10,4,0,0.0,0,0,24,0,0,4,32,128.0,0,2,1470,0,7,73.1,66.2,73.6,,27.5,55.7,66.5,60.0,5,0,0,0,8,11,0,0,1,10,0,24,32,3.2,2.4,0.0,3
Kenveon Stone,185024,HB,N ARIZONA,4,10,2,1,26.2,16,0,61,0,0,2,34,68.0,1,5,252,0,7,73.1,77.1,73.4,,16.0,55.6,79.6,59.8,16,0,0,0,8,12,0,0,0,10,1,61,34,3.4,6.1,0.0,3
Michael Love,97098,WR,LIUSHAR,12,10,2,2,64.6,82,0,127,3,9,2,77,138.9,2,3,1298,0,3,82.9,75.2,45.2,,,75.5,71.9,62.1,67,2,591,51,319,301,0,0,85,61,1,127,77,7.7,12.7,1.85,5
Reggie Branch II,150071,HB,MO STATE,4,10,1,0,0.0,0,0,28,0,0,1,23,19.2,1,2,230,0,7,73.2,64.6,75.9,,,57.5,64.1,60.0,10,0,12,2,14,12,0,0,2,12,0,28,23,2.3,2.8,0.86,3
Aslin Shipe,192255,HB,VA MILT IN,11,10,6,0,0.0,0,0,39,0,0,6,31,93.0,1,1,336,1,4,45.6,54.3,77.9,,74.9,61.0,49.3,58.0,12,0,33,10,31,23,0,0,12,20,0,39,31,3.1,3.9,1.06,4
Shawn Charles,104965,WR,ROB MORRIS,11,10,1,1,88.9,48,0,54,1,9,1,17,37.8,2,2,277,2,2,46.5,72.9,54.7,67.8,62.1,74.7,54.5,62.6,48,1,623,35,217,160,0,0,49,45,0,54,17,1.7,5.4,2.87,1
Carter Bell,104995,WR,S DAKOTA,14,10,3,1,32.8,22,0,65,2,8,2,33,59.1,2,4,291,0,0,88.2,84.5,86.6,62.7,,84.0,71.1,66.5,22,0,786,53,283,229,2,1,74,62,1,67,35,3.5,6.7,2.78,0
Jayden Milton,177996,HB,NICHOLLS,7,10,3,1,37.0,17,0,46,0,0,3,30,90.0,1,2,243,0,0,73.1,60.6,74.5,,79.2,52.1,62.2,61.1,17,0,0,0,15,16,0,0,0,10,0,46,30,3.0,4.6,0.0,9
Kaiden Bennett,147778,QB,SACRAMENTO,2,10,0,0,0.0,0,0,31,0,0,0,8,0.0,2,4,279,3,6,44.1,50.7,78.3,43.9,,,68.9,60.0,11,0,0,0,0,48,8,1,0,9,0,39,12,1.2,3.9,,2
Brady Meitz,149729,QB,STETSON,9,10,3,0,0.0,0,0,-1,0,0,0,3,0.0,1,1,302,4,2,57.3,73.7,75.4,75.4,,57.2,38.8,60.0,12,3,0,0,1,153,32,7,0,3,0,31,32,3.2,3.1,0.0,1
Kaelin Costello,159092,HB,DELAWARE,3,10,4,0,0.0,0,0,49,0,0,4,28,112.0,2,3,151,0,2,73.1,79.0,72.5,,67.5,55.6,78.6,60.0,11,0,0,0,7,11,0,0,0,10,0,49,28,2.8,4.9,0.0,8
Drew Eason,196476,QB,STHLSK,3,10,0,0,0.0,0,0,3,0,0,0,0,0.0,1,1,1470,5,0,15.7,27.0,44.5,26.7,,,53.3,60.1,10,2,0,0,0,55,35,7,0,3,0,38,2,0.2,3.8,,2
Barry Remo,196767,FB,SOUTHERN U,6,10,3,0,0.0,0,0,27,0,0,3,18,49.1,0,4,297,0,2,73.6,68.1,75.4,,72.5,61.2,67.3,56.8,8,0,4,1,4,21,0,0,1,11,2,27,18,1.8,2.7,1.0,4
Isaiah Lopez,164425,HB,N ARIZONA,2,10,3,1,25.6,20,0,78,0,0,3,44,132.0,5,6,252,0,8,73.1,84.8,72.6,,,60.0,80.4,60.0,20,0,0,0,1,12,0,0,0,10,0,78,44,4.4,7.8,0.0,2
Keontez Lewis,146387,WR,S ILLINOIS,11,10,0,3,77.7,94,0,121,4,1,0,11,1.9,5,5,295,0,4,76.3,78.7,36.2,,,80.4,67.6,49.4,57,2,813,49,311,186,0,0,78,59,1,121,11,1.1,12.1,2.61,0
DJ Stevenson,197564,QB,ARKAPB,4,10,2,0,0.0,0,0,24,0,0,1,20,125.0,2,4,112,2,2,70.1,72.8,77.0,68.7,,,67.2,60.0,13,0,0,0,0,44,34,6,0,4,1,58,36,3.6,5.8,,1
Cross Patton,100588,HB,BETH COOK,4,10,4,0,0.0,0,0,23,0,0,4,24,87.3,1,1,119,0,0,73.1,59.9,74.0,,76.3,60.6,59.5,60.0,14,0,-1,1,8,13,0,0,1,11,0,23,24,2.4,2.3,-0.13,10
Terry Lindsey,151017,HB,BETH COOK,5,9,2,0,0.0,0,0,27,0,0,2,28,69.1,1,2,119,0,3,72.5,66.3,76.9,,77.9,57.2,65.9,58.1,10,0,0,0,4,11,0,0,0,9,0,27,28,3.11,3.0,0.0,6
Jalen Montgomery,121815,HB,E KENTUCKY,12,9,0,0,0.0,0,0,40,0,1,0,24,24.2,0,4,159,0,1,63.0,70.7,81.5,,,73.8,63.6,59.4,8,0,81,2,12,25,0,0,2,11,0,40,24,2.67,4.4,6.75,8
Parker Wroble,139055,WR,MERCER,14,9,0,1,32.6,15,0,46,4,5,0,13,21.9,2,3,219,1,2,50.2,64.7,85.2,,63.1,65.0,62.2,56.1,15,0,326,24,185,159,0,0,36,33,0,46,13,1.44,5.1,1.76,3
Jalen Patrick,177746,WR,PRESBYTERN,9,9,2,0,0.0,0,0,19,0,0,2,35,77.8,0,0,271,0,5,73.2,73.5,77.7,82.5,,62.8,69.9,59.1,9,0,43,1,17,35,0,0,2,10,0,19,35,3.89,2.1,2.53,0
Cole Clarke,165040,TE,STHLSK,11,9,1,0,0.0,0,0,15,2,0,1,22,16.3,0,1,1470,1,8,32.4,43.0,85.6,57.6,73.7,51.6,40.0,47.5,5,0,77,6,96,141,0,0,18,15,0,15,22,2.44,1.7,0.8,0
Michael Hardyway,149284,QB,BUCKNELL,6,9,3,0,0.0,0,0,-1,0,0,1,11,68.8,1,1,125,2,1,27.4,61.0,79.0,71.1,,57.8,35.4,60.0,15,0,0,0,1,51,32,5,0,4,0,31,30,3.33,3.4,0.0,0
Ken Cherry,189065,HB,SAMFORD,3,9,1,0,0.0,0,0,13,0,0,1,12,14.8,0,0,282,0,3,73.1,53.1,71.6,,68.5,57.2,55.8,56.2,4,0,0,0,3,12,0,0,0,9,0,13,12,1.33,1.4,0.0,6
Donavan Hunt,160765,HB,N DAKOTA,4,9,3,3,70.0,84,0,120,0,0,3,46,170.4,5,5,249,0,1,26.1,88.4,72.1,,,52.9,86.3,60.0,41,0,0,0,2,10,0,0,0,9,1,120,46,5.11,13.3,0.0,8
Myles Parker,149765,WR,ALAB A&M,8,9,0,0,0.0,0,0,16,3,2,0,4,4.0,1,1,104,0,7,78.0,54.7,82.4,,,53.9,59.1,60.2,11,0,123,13,123,75,0,0,26,22,0,16,4,0.44,1.8,1.0,1
Kobe Warden,122815,WR,N ALABAMA,12,9,0,1,65.7,23,0,35,4,3,0,13,8.3,1,1,389,0,3,83.3,66.2,28.5,,61.9,68.1,61.2,46.6,23,4,517,43,302,131,0,0,55,52,0,35,13,1.44,3.9,1.71,1
Joey Audia,149440,WR,BUTLER,12,9,1,3,68.2,58,0,85,1,2,1,46,85.2,3,4,127,1,8,44.8,58.8,82.0,62.1,,56.5,64.1,56.8,23,2,76,9,72,93,0,0,10,18,0,85,46,5.11,9.4,1.06,0
Eli Smith,160452,HB,VILLANOVA,3,9,2,0,0.0,0,0,38,0,2,2,43,191.1,0,1,334,0,3,72.6,70.7,72.6,,78.4,84.8,65.9,60.0,9,0,21,1,3,10,0,0,1,10,0,38,43,4.78,4.2,7.0,6
Winston Moore,171985,WR,COLGATE,11,9,5,2,49.3,37,1,75,2,5,5,36,97.6,4,5,142,0,6,78.6,60.6,54.8,,,58.9,69.9,62.4,21,1,283,32,274,120,0,0,52,41,1,75,36,4.0,8.3,1.03,1
Cephus Harris III,164904,HB,YNGTOWN ST,3,9,1,0,0.0,0,0,18,0,0,1,15,18.5,0,0,353,0,1,72.5,54.1,72.9,,,60.0,55.2,60.1,7,0,0,0,1,14,0,0,0,9,0,18,15,1.67,2.0,0.0,8
Telly McCallister,150266,HB,E KENTUCKY,2,9,2,2,59.2,45,0,76,0,0,2,26,64.2,3,4,159,0,1,72.5,72.4,70.2,,,,69.8,60.0,25,0,0,0,0,13,0,0,0,9,1,76,26,2.89,8.4,,8
Caron Madison,185746,HB,ST FRANCIS,2,9,1,1,41.7,20,0,48,0,0,1,32,39.5,1,3,299,0,9,72.5,59.3,75.5,,,54.4,60.8,56.4,20,0,0,0,9,14,0,0,0,9,0,48,32,3.56,5.3,0.0,0
Kaedric Cobbs,123303,HB,BRYANT,9,9,2,0,0.0,0,0,46,0,1,2,15,38.5,1,2,124,0,3,73.5,60.9,0.0,,78.7,57.7,64.6,59.6,14,1,12,4,39,13,0,0,5,13,0,46,15,1.67,5.1,0.31,6
Nate Rembert,196456,WR,MS VLY ST,11,9,2,2,225.0,45,0,20,3,16,2,0,0.0,2,2,228,0,0,80.7,85.9,86.0,,,88.0,62.5,52.8,29,0,1032,72,325,183,0,0,111,81,0,20,0,0.0,2.2,3.18,0
Isaiah Abbey,159345,HB,HARVARD,3,9,1,0,0.0,0,0,32,0,0,1,25,30.9,1,2,179,0,4,72.5,67.3,71.3,,,57.2,66.8,60.0,10,0,0,0,2,10,0,0,0,9,0,32,25,2.78,3.6,0.0,5
AJ Simpkins,159245,QB,COLUMBIA,3,9,0,0,0.0,0,0,10,0,0,0,11,0.0,0,1,145,1,7,72.4,76.8,71.2,92.8,,,58.2,60.0,6,0,0,0,0,11,0,0,0,9,0,10,11,1.22,1.1,,2
Marc Coy,192192,HB,STTHOM,6,9,3,1,48.6,17,0,35,0,0,3,21,77.8,1,1,1129,0,6,73.3,65.2,74.1,,82.8,56.6,65.4,55.5,17,0,0,0,5,20,0,0,0,9,0,35,21,2.33,3.9,0.0,2
Ryan O'Connor,155510,QB,DELAWARE,3,9,1,0,0.0,0,0,-4,0,0,0,5,0.0,2,3,151,0,1,74.4,70.8,81.7,68.8,,,65.9,60.0,23,0,0,0,0,74,42,2,0,7,1,38,30,3.33,4.2,,2
Jamir Robertson,174499,HB,CENT CT ST,9,9,1,0,0.0,0,0,48,1,0,1,16,11.9,3,3,133,0,7,73.0,69.3,0.0,,,71.3,63.9,59.0,14,1,88,6,22,22,0,0,7,15,0,48,16,1.78,5.3,4.0,1
Nathan Hayes,162204,QB,N DAK ST,5,9,4,1,55.4,51,0,68,0,0,1,5,13.9,3,3,250,0,0,70.9,88.5,77.4,82.3,,,75.5,60.0,51,0,0,0,0,54,24,3,0,6,1,92,16,1.78,10.2,,1
Denim Edwards,175227,HB,PRESBYTERN,3,9,0,0,0.0,0,0,17,0,0,0,17,0.0,0,1,271,0,7,72.6,55.4,72.2,,74.4,65.5,55.3,59.0,3,0,0,0,0,12,0,0,0,9,0,17,17,1.89,1.9,,1
Jared Lewis,108959,QB,LIUSHAR,5,9,3,0,0.0,0,0,11,0,0,2,6,18.8,0,3,1298,0,8,71.8,64.4,71.6,74.3,,,58.1,60.0,4,0,0,0,0,12,1,1,0,8,2,12,10,1.11,1.3,,0
Chris Martinez,192628,HB,STF AUSTIN,5,9,4,1,37.5,21,0,56,0,0,4,41,182.2,1,4,301,0,5,24.9,74.0,74.1,49.9,,76.4,74.1,60.0,21,0,14,1,3,15,0,0,1,10,0,56,41,4.56,6.2,4.67,4
Kente Edwards,172045,HB,LAFAYETTE,2,8,2,1,31.3,20,0,64,0,0,2,43,134.4,3,3,203,1,4,22.7,80.4,70.6,,,,76.1,,20,0,0,0,0,8,0,0,0,8,0,64,43,5.38,8.0,,4
Trevonte Rucker,150937,WR,TENN MARTN,14,8,1,0,0.0,0,2,38,2,13,1,16,41.8,1,2,310,1,6,76.5,74.1,1.5,58.0,,75.6,73.0,60.1,10,6,858,59,396,381,0,0,85,67,1,38,16,2.0,4.8,2.17,0
Darnell Deas,151023,HB,BETH COOK,9,8,2,0,0.0,0,0,27,0,7,2,17,100.7,0,1,119,0,2,50.0,78.0,76.7,87.3,31.1,91.7,61.8,53.3,7,0,203,11,40,19,0,0,12,19,0,27,17,2.13,3.4,5.08,6
Marquis Gillis,151714,HB,DELWARE ST,2,8,3,1,50.0,15,0,30,0,2,3,26,162.5,1,2,152,0,6,73.5,63.3,76.2,,,59.7,65.4,55.9,15,1,-8,2,18,17,0,0,2,10,1,30,26,3.25,3.8,-0.44,2
Korbin Allen,148070,HB,INDIANA ST,7,8,2,1,75.0,36,0,48,0,1,2,18,75.0,1,1,191,0,0,72.0,66.1,76.0,,86.1,70.5,64.9,56.7,36,0,8,1,4,24,0,0,1,9,0,48,18,2.25,6.0,2.0,7
David Lonergan,159559,HB,WAGNER,3,8,0,0,0.0,0,0,16,0,0,0,17,0.0,0,1,338,0,5,71.9,67.5,70.7,,72.6,,65.5,60.0,6,0,0,0,0,9,0,0,0,8,0,16,17,2.13,2.0,,3
Jacques Badolato-Birdsell,146087,HB,PORTLAND,5,8,0,0,0.0,0,0,30,0,0,0,12,0.0,1,4,269,0,3,71.9,64.4,73.9,,,58.1,62.9,64.4,10,0,0,0,3,14,0,0,0,8,1,30,12,1.5,3.8,0.0,5
Travelle Anderson,164195,HB,N ALABAMA,4,8,3,0,0.0,0,0,8,0,0,3,13,60.9,0,0,389,0,3,71.9,58.6,72.0,,71.7,56.6,59.0,58.7,7,0,0,0,6,11,0,0,0,8,0,8,13,1.63,1.0,0.0,5
Jmariyae Robinson,164812,WR,MO STATE,12,8,7,1,48.9,23,0,47,7,5,7,18,58.7,1,5,230,2,0,26.0,66.2,86.8,,44.8,67.6,58.7,52.1,23,0,583,38,276,192,0,0,54,46,3,47,18,2.25,5.9,2.11,0
Justin Lewis,142529,QB,MERRIMACK,2,8,0,0,0.0,0,0,18,0,0,0,4,0.0,0,2,385,0,4,70.4,69.0,75.4,79.3,,60.0,51.1,60.0,8,0,0,0,1,21,4,3,0,5,0,22,16,2.0,2.8,0.0,0
Amari Powell,165320,QB,STTHOM,1,8,1,0,0.0,0,0,33,0,0,1,16,25.0,1,2,1129,0,1,71.6,52.4,73.9,39.4,,,65.6,60.0,10,0,0,0,0,21,0,0,0,8,0,33,16,2.0,4.1,,5
Kaden Cooper,170608,WR,N ALABAMA,8,8,3,1,53.5,23,0,43,0,1,3,27,122.7,1,2,389,0,4,72.3,69.4,80.1,,,68.6,66.0,56.1,23,0,26,3,18,47,0,0,3,11,0,43,27,3.38,5.4,1.44,1
Kendi Young,138033,HB,E ILLINOIS,4,8,1,0,0.0,0,0,16,0,0,1,17,23.6,0,1,158,0,4,72.0,60.0,73.4,,74.6,57.9,59.9,,6,0,5,1,14,8,0,0,1,9,0,16,17,2.13,2.0,0.36,4
Trenton Leary,132721,WR,TEXAS STHN,11,8,0,1,95.7,22,0,21,3,7,0,10,20.0,1,1,313,0,1,80.6,65.6,40.5,,50.2,67.2,52.9,67.0,22,2,420,43,264,274,2,1,63,50,1,23,10,1.25,2.9,1.59,0
Aaron Carey,173580,HB,DAVIDSON,2,8,1,0,0.0,0,0,31,0,0,1,20,31.3,0,2,149,0,5,71.9,66.4,70.8,,,59.8,63.9,67.2,8,0,0,0,1,13,0,0,0,8,0,31,20,2.5,3.9,0.0,3
Courtland Simmons,173768,HB,AUSTINPEAY,9,8,2,0,0.0,0,0,40,0,0,2,25,78.1,1,2,116,1,1,20.6,56.9,75.6,,24.4,53.5,56.6,68.3,12,0,0,0,13,27,0,0,0,8,1,40,25,3.13,5.0,0.0,7
Iverson Young,173889,HB,MO STATE,2,8,3,1,47.5,28,0,59,0,0,3,48,225.0,2,3,230,0,3,71.9,75.4,72.6,,,,71.6,60.0,28,0,0,0,0,11,0,0,0,8,0,59,48,6.0,7.4,,5
Torey Lambert,174846,HB,E TENN ST,4,8,0,0,0.0,0,0,36,0,0,0,17,0.0,0,2,157,1,8,20.6,60.2,77.2,,63.8,51.0,61.3,60.0,7,0,0,0,4,10,0,0,0,8,1,36,17,2.13,4.5,0.0,0
Emmerson Cortez-Menjivar,175077,WR,IDAHO,14,7,5,2,91.0,81,0,86,2,2,5,23,100.0,2,2,185,0,0,73.7,55.0,37.1,,,52.6,71.2,63.5,53,2,201,16,256,241,0,0,26,23,0,89,23,3.29,12.7,0.79,0
Mark Hamper,175085,WR,IDAHO,14,8,2,0,0.0,0,0,33,3,15,2,32,119.3,1,1,185,1,6,50.7,76.3,87.1,,,77.4,64.6,57.8,10,0,963,49,352,303,0,0,87,57,0,33,32,4.0,4.1,2.74,2
Chandler Brayboy,105721,WR,ELON,11,8,4,4,71.1,86,0,121,11,21,4,49,228.5,6,7,162,1,1,59.8,75.7,86.9,,43.6,73.6,82.3,60.4,35,0,979,59,321,228,0,0,90,67,0,121,49,6.13,15.1,3.05,0
Josh Miller,185309,HB,WM & MARY,6,8,2,0,0.0,0,0,22,0,0,2,18,56.3,0,2,348,0,2,74.0,64.0,0.0,,,53.7,69.3,59.2,7,1,0,0,11,14,0,0,0,8,0,22,18,2.25,2.8,0.0,6
Gianlucca Tiberia,185676,HB,LAFAYETTE,1,8,2,0,0.0,0,0,8,0,0,2,8,25.0,0,0,203,0,0,75.3,69.8,70.7,,,,67.9,60.0,4,0,0,0,0,11,0,0,0,8,0,8,8,1.0,1.0,,8
Khameron Athy,186347,HB,SO UTAH,5,8,3,0,0.0,0,0,47,0,0,3,28,131.3,2,2,298,0,3,73.3,74.5,71.5,,,59.5,72.3,60.6,12,0,0,0,1,12,0,0,0,8,0,47,28,3.5,5.9,0.0,4
Kobe Boykin,188615,HB,JACKSON ST,3,8,2,1,44.4,24,0,54,0,0,2,21,65.6,1,3,194,0,5,72.4,75.0,70.6,,,,72.2,60.0,24,0,0,0,0,11,0,0,0,8,0,54,21,2.63,6.8,,3
Marceese Yetts,191469,HB,E WASHGTON,4,8,1,0,0.0,0,0,50,0,0,1,28,43.8,1,1,161,0,4,72.5,78.9,75.7,,77.5,53.8,80.2,66.2,13,0,0,0,9,18,0,0,0,8,0,50,28,3.5,6.3,0.0,4
Will Madonna,88025,QB,TXAMEA,7,8,1,0,0.0,0,0,17,0,0,0,10,0.0,0,2,1139,1,4,48.6,53.8,78.0,51.6,,,63.0,60.0,8,0,0,0,0,23,11,3,0,5,1,28,25,3.13,3.5,,1
Alex Flores,86295,QB,MCNEESE,4,8,1,0,0.0,0,0,-14,0,0,0,0,0.0,0,0,217,1,0,71.6,69.6,79.9,69.8,,54.3,59.8,60.0,6,0,0,0,1,80,15,4,0,4,0,1,10,1.25,0.1,0.0,0
Avery Knight,192942,HB,W ILLINOIS,4,8,3,2,64.8,46,0,71,2,1,3,42,210.0,3,3,345,0,5,73.1,58.9,76.4,,32.3,33.2,73.5,59.4,26,0,8,2,38,11,0,0,5,10,1,71,42,5.25,8.9,0.21,3
Micah Bowens,73910,QB,BETH COOK,4,8,1,0,0.0,0,0,11,0,0,0,17,0.0,0,0,119,0,1,70.2,29.2,2.2,28.2,,,54.8,60.0,7,1,0,0,0,15,10,3,0,5,0,21,17,2.13,2.6,,0
KJ Cooper,197019,QB,TEXAS STHN,1,8,2,0,0.0,0,0,12,0,0,1,7,77.8,2,4,313,0,0,70.4,84.1,76.2,80.8,,,70.8,60.0,30,0,0,0,0,26,56,5,0,3,0,68,26,3.25,8.5,,3
Caleb Sanchez,191601,QB,COLUMBIA,3,7,1,0,0.0,0,0,-19,0,0,0,2,0.0,0,2,145,2,0,44.6,79.4,79.3,83.5,,,46.8,60.0,3,0,0,0,0,68,3,1,0,6,1,-16,2,0.29,-2.3,,3
Kyree Benton,174457,WR,DELWARE ST,11,7,1,1,80.0,16,0,20,0,2,1,23,29.9,1,2,152,0,3,74.5,62.3,21.9,,,61.2,73.7,58.2,16,3,266,26,216,150,0,0,40,33,0,20,23,3.29,2.9,1.23,1
Cade Beam,149507,TE,DAYTON,11,7,0,0,0.0,0,0,12,0,0,0,8,0.0,0,3,150,0,5,71.7,48.6,57.7,,39.3,46.5,62.2,51.7,6,1,7,1,49,213,0,0,2,8,2,12,8,1.14,1.7,0.14,2
Destin Moore,177924,WR,VA MILT IN,11,7,3,0,0.0,0,0,6,0,0,3,15,42.9,1,1,336,0,1,77.3,58.5,79.8,,,58.0,60.6,58.8,13,0,75,8,71,49,0,0,12,15,0,6,15,2.14,0.9,1.06,1
Ethen Knox,188109,HB,MERCYHURST,2,7,3,2,65.8,50,0,76,0,0,3,43,263.3,2,3,977,0,2,71.3,93.2,71.3,,,58.8,90.7,60.0,29,0,0,0,2,8,0,0,0,7,1,76,43,6.14,10.9,0.0,5
Chaz Davis,186903,WR,MERCYHURST,10,7,5,2,88.7,47,0,53,3,3,5,18,57.1,3,3,977,1,1,62.0,64.9,84.8,,,61.7,73.0,74.4,28,0,282,29,181,45,0,0,41,36,0,53,18,2.57,7.6,1.56,3
Mike Pappas,186663,TE,MERCYHURST,4,7,1,1,34.0,17,0,50,0,0,1,27,29.7,3,3,977,0,5,72.0,80.7,78.0,,8.7,89.3,74.5,60.9,17,0,36,6,19,13,0,0,8,13,0,50,27,3.86,7.1,1.89,1
Jerry Mays,186545,TE,W GEORGIA,11,7,4,0,0.0,0,0,31,0,0,4,16,114.3,1,3,1177,0,0,71.4,65.4,80.7,,,56.0,68.7,59.5,10,0,5,1,7,52,0,0,1,8,0,31,16,2.29,4.4,0.71,7
Kendric Sanders,170655,HB,CAL POLY,2,7,3,0,0.0,0,0,2,1,1,3,7,30.8,0,0,129,0,4,73.2,54.1,76.2,,70.0,59.3,50.2,60.0,4,0,31,6,29,9,0,0,7,13,0,2,7,1.0,0.3,1.07,1
Nate Bell,170673,QB,E WASHGTON,2,7,2,0,0.0,0,0,38,0,0,2,18,100.0,1,4,161,0,6,70.5,86.9,71.6,60.0,,,78.1,60.0,17,0,0,0,0,14,17,1,0,6,0,55,21,3.0,7.9,,0
Jaylen Thompson,186031,HB,MCNEESE,3,7,0,0,0.0,0,0,26,0,0,0,18,0.0,1,1,217,0,6,71.3,60.2,73.1,,67.8,,60.2,59.9,12,0,0,0,0,10,0,0,0,7,0,26,18,2.57,3.7,,1
Kolton Nero,186054,HB,ALAB A&M,2,7,4,0,0.0,0,0,11,0,0,4,14,114.3,0,1,104,0,1,71.3,58.2,73.6,,72.7,57.0,58.1,60.0,4,0,0,0,4,8,0,0,0,7,1,11,14,2.0,1.6,0.0,6
Tray Mauney,172053,QB,LAFAYETTE,3,7,2,0,0.0,0,0,8,0,0,1,9,56.3,1,2,203,1,0,21.3,50.6,73.9,50.7,,,55.4,60.0,10,0,0,0,0,22,14,3,0,4,1,22,25,3.57,3.1,,3
Caleb Lewis,134662,HB,TARLETON,2,7,2,0,0.0,0,0,24,0,0,2,17,69.4,0,2,401,0,7,75.7,68.4,70.1,,,,66.0,60.0,7,0,0,0,0,11,0,0,0,7,0,24,17,2.43,3.4,,0
Nate Blount IV,186117,HB,JACKSON ST,3,7,1,1,45.2,19,0,42,0,0,1,35,71.4,1,2,194,1,2,19.3,58.0,71.4,,71.0,56.2,58.9,59.2,19,0,0,0,4,9,0,0,1,7,0,42,35,5.0,6.0,0.0,5
Dylan Laible,172564,QB,TENN TECH,7,7,0,0,0.0,0,0,-13,0,0,0,1,0.0,0,0,309,2,0,65.8,62.9,84.0,62.4,,60.0,55.2,60.0,1,0,0,0,1,151,1,2,0,5,0,-12,3,0.43,-1.7,0.0,1
Jeremy Decaro,193001,HB,MARIST,4,7,0,0,0.0,0,0,2,0,1,0,7,10.0,0,0,213,0,4,71.6,57.7,75.9,,55.8,63.0,55.1,,3,0,12,3,24,7,0,0,4,10,0,2,7,1.0,0.3,0.5,3
Michael Godette,197835,HB,NC A&T,2,7,2,0,0.0,0,0,30,0,1,2,10,53.6,2,2,246,0,5,72.7,70.6,70.9,,,64.1,69.4,60.0,12,0,4,1,2,8,0,0,1,8,0,30,10,1.43,4.3,2.0,2
Rashad Rochelle,156502,WR,INDIANA ST,12,7,1,0,0.0,0,0,7,3,9,1,13,29.0,0,1,191,0,3,83.7,77.8,88.5,88.6,,77.4,62.8,57.3,6,0,526,57,268,181,0,0,74,64,0,7,13,1.86,1.0,1.96,2
Jaden Griffin,161376,HB,RHODE ISLD,2,7,2,0,0.0,0,0,3,0,0,2,12,49.0,0,1,274,0,1,71.6,59.4,73.0,,71.8,54.6,60.4,,3,0,0,0,7,7,0,0,0,7,0,3,12,1.71,0.4,0.0,6
Cory Nichols,192448,WR,LIUSHAR,12,7,1,0,0.0,0,0,17,5,8,1,13,55.7,0,1,1298,1,5,47.6,57.2,50.4,,,56.2,58.6,67.1,6,2,338,23,340,337,0,0,48,30,1,17,13,1.86,2.4,0.99,1
Clint McKee,165190,HB,MURRAY ST,3,7,1,0,0.0,0,0,22,1,0,1,16,28.6,1,1,236,0,2,71.4,56.0,70.0,,,29.5,62.0,60.0,12,0,5,1,2,8,0,0,2,8,0,22,16,2.29,3.1,2.5,5
Shawn Harris Jr.,105004,WR,RHODE ISLD,14,7,2,1,84.9,45,0,53,3,2,2,68,114.3,2,3,274,1,0,51.1,60.9,85.8,,,61.6,57.6,54.0,45,2,350,27,263,147,0,0,54,34,1,53,68,9.71,7.6,1.33,0
Brandon Hayes,121459,WR,SE LA,12,7,2,1,48.4,15,0,31,1,0,2,33,49.6,2,2,294,1,3,46.4,56.2,17.9,,,60.5,55.9,40.7,15,1,69,12,83,70,0,0,21,19,0,31,33,4.71,4.4,0.83,0
Brogan McCaughey,164697,QB,YALE,2,7,3,0,0.0,0,0,21,0,0,3,20,166.7,0,4,352,0,2,72.1,68.2,79.4,68.0,,,58.9,60.0,7,0,0,0,0,63,5,1,0,6,1,26,20,2.86,3.7,,3
Wilhelm Daal II,164692,HB,YALE,2,7,2,1,77.6,38,0,49,0,0,2,35,142.9,1,3,352,0,5,20.6,67.4,72.7,,70.3,55.4,69.1,59.6,38,0,0,0,12,9,0,0,0,7,1,49,35,5.0,7.0,0.0,2
Martin Lucas,148490,HB,WM & MARY,2,7,3,0,0.0,0,0,41,1,1,3,27,192.9,2,3,348,1,4,20.3,54.7,74.7,,20.8,40.2,61.3,57.5,12,0,15,1,12,12,0,0,2,8,0,41,27,3.86,5.9,1.25,3
Ethan Shine,182277,FB,ROB MORRIS,12,7,1,1,61.5,24,0,39,0,2,1,12,42.9,1,5,277,0,0,72.2,74.9,84.3,,27.5,91.7,75.3,55.7,24,1,75,5,40,111,0,0,8,12,1,39,12,1.71,5.6,1.88,3
