player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,epa,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,positive_epa_percent,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Shane Johnson,150292,WR,SM HOUSTON,6,11.8,0,22.2,0.0,0,2,0,33.3,1,-0.18,1,281,0,39.5,64.1,52.5,,53.6,0.0,0,1,13,0.0,0,64,1,41.4,2,90.6,58,12.5,8,37.0,9,1,87.5,56,19,4,2.0,9.5,0.33
AC White,84032,TE,BRYANT,9,12.9,1,55.6,100.0,1,1,0,28.6,2,-0.04,4,124,0,29.1,65.7,66.5,,66.3,87.2,34,0,25,0.0,0,39,0,47.2,5,92.3,36,12.8,5,119.0,9,2,0.0,0,67,16,3.2,13.4,1.86
Hunter Wood,122775,WR,MO STATE,10,11.7,1,55.6,0.0,0,1,0,0.0,0,0.46,4,230,0,76.3,65.7,62.8,,62.9,0.0,0,0,25,0.0,0,59,0,52.6,5,96.6,57,61.0,36,115.7,9,2,39.0,23,60,20,4.0,12.0,1.05
Tyler Purdy,101842,HB,HOLY CROSS,8,6.9,3,88.9,0.0,0,1,0,0.0,0,0.4,4,181,0,79.3,78.1,67.7,83.2,68.5,0.0,0,0,36,13.9,14,101,0,54.7,8,80.2,81,5.0,5,158.3,9,2,15.8,16,150,93,11.6,18.8,1.85
Ryan Cekay,102568,WR,COLGATE,10,13.9,0,44.4,40.0,2,5,0,20.0,1,-0.47,3,142,0,45.9,65.0,55.2,,55.8,0.0,0,0,44,0.0,0,83,0,28.4,4,97.6,81,3.6,3,73.8,9,0,96.4,80,75,9,2.3,18.8,0.93
Emmanuel Logan-Greene,55409,WR,SE LA,5,9.1,1,77.8,,0,0,0,22.2,2,0.31,3,294,0,37.6,69.4,68.5,,63.5,0.0,0,0,17,0.0,0,39,0,46.2,7,100.0,39,38.5,15,96.3,9,0,61.5,24,64,20,2.9,9.1,1.64
Brennan Brown,102284,TE,HOWARD,7,7.6,0,77.8,0.0,0,1,0,0.0,0,0.06,5,184,0,78.5,69.5,54.9,62.0,61.8,83.1,108,1,20,16.9,22,130,1,44.7,7,80.0,104,16.9,22,93.1,9,4,0.0,0,57,7,1.0,8.1,0.55
Ja'Won Howell,91418,HB,ALABAMA ST,11,1.8,4,77.8,,0,0,0,0.0,0,-0.12,3,105,0,78.5,50.9,71.4,64.7,68.7,0.0,0,0,16,21.6,16,74,0,40.0,7,74.3,55,2.7,2,91.7,9,0,0.0,0,54,53,7.6,7.7,0.98
Joey Giorgi,148693,HB,COLUMBIA,10,-3.7,2,88.9,,0,0,0,11.1,1,-0.09,1,145,0,58.9,65.4,72.7,42.3,54.6,0.8,1,0,11,25.0,31,124,0,36.2,8,71.0,88,7.3,9,79.2,9,0,3.2,4,17,45,5.6,2.1,0.19
Cameron Burt,109588,WR,COLUMBIA,10,11.9,0,55.6,,0,0,0,0.0,0,-0.03,3,145,0,76.3,68.2,66.0,,61.8,0.0,0,0,14,0.0,0,41,0,28.9,5,92.7,38,12.2,5,107.2,9,1,85.4,35,47,12,2.4,9.4,1.24
Myles Kitt-Denton,121392,WR,CENT ARK,9,20.0,0,55.6,0.0,0,1,0,0.0,0,0.34,2,132,0,76.3,65.7,53.7,,55.7,0.0,0,0,44,0.0,0,70,1,51.5,5,94.3,66,2.9,2,124.3,9,1,97.1,68,84,32,6.4,16.8,1.27
Trevor Shorter,148610,WR,WAGNER,10,5.9,1,44.4,33.3,2,6,0,0.0,0,-0.76,1,338,0,74.9,65.0,59.5,,57.1,0.0,0,0,7,0.0,0,56,0,29.1,4,98.2,55,94.6,53,51.6,9,0,5.4,3,25,12,3.0,6.3,0.45
Shane Sweitzer,108322,TE,PENN,9,10.4,0,37.5,0.0,0,2,0,25.0,1,-0.23,2,267,0,39.5,64.1,54.7,71.1,49.0,30.7,27,0,14,9.1,8,88,0,40.2,3,84.1,74,55.7,49,51.0,8,0,13.6,12,34,9,3.0,11.3,0.46
TaMerik Williams,77741,HB,N DAK ST,13,2.1,1,62.5,0.0,0,1,0,16.7,1,0.03,1,250,0,49.8,72.6,79.3,61.7,50.1,0.0,0,0,9,31.6,30,95,0,52.2,5,65.3,62,0.0,0,70.3,8,0,1.1,1,31,18,3.6,6.2,0.5
Ja'Rell Smith,142840,WR,CHARLES SO,6,6.8,0,37.5,0.0,0,3,0,40.0,2,-0.32,3,135,0,22.0,64.1,47.8,,49.0,0.0,0,1,9,0.0,0,49,0,28.3,3,93.9,46,2.0,1,45.8,8,1,98.0,48,19,-1,-0.3,6.3,0.41
Max McCormick,162147,TE,GEORGETOWN,4,6.9,0,75.0,50.0,1,2,0,0.0,0,-0.31,2,172,0,77.5,66.2,61.9,52.1,63.4,41.8,23,0,26,5.5,3,55,0,38.9,6,92.7,51,52.7,29,94.8,8,0,5.5,3,58,20,3.3,9.7,1.14
Ahmad Antoine,104831,HB,PRVIEW A&M,9,1.5,0,62.5,,0,0,0,37.5,3,0.08,0,270,0,19.8,87.5,67.2,71.4,32.0,0.0,0,0,7,14.8,13,88,0,44.2,5,84.1,74,2.3,2,66.7,8,0,0.0,0,22,7,1.4,4.4,0.3
Bradyn Oakley,139214,TE,DAVIDSON,12,6.6,0,75.0,,0,0,0,14.3,1,0.25,3,149,1,53.4,53.0,63.7,70.1,45.4,43.2,32,0,24,5.4,4,74,2,44.6,6,94.6,70,32.4,24,138.0,8,1,21.6,16,65,45,7.5,10.8,0.93
Cameron Overton,105022,WR,BETH COOK,5,15.3,1,62.5,0.0,0,1,0,16.7,1,0.09,2,119,1,49.8,13.7,55.8,,55.3,0.0,0,0,42,0.0,0,57,0,46.3,5,94.7,54,10.5,6,103.6,8,0,89.5,51,95,21,4.2,19.0,1.76
Jaelon Woods,102418,TE,HOUCHR,10,-1.4,2,87.5,,0,0,0,0.0,0,-0.62,2,183,0,78.5,77.4,56.3,46.7,66.6,29.2,21,0,28,23.6,17,72,0,23.2,7,73.6,53,6.9,5,138.0,8,1,5.6,4,61,66,9.4,8.7,1.15
Jayden Cook,142371,HB,STNY BROOK,6,1.0,1,100.0,,0,0,0,0.0,0,0.2,3,303,0,79.3,85.6,72.8,72.4,78.3,0.0,0,0,19,39.2,29,74,0,50.7,8,59.5,44,2.7,2,99.5,8,0,1.4,1,63,55,6.9,7.9,1.43
OrTre' Smith,61646,WR,NC CENT,3,8.8,0,50.0,0.0,0,1,0,20.0,1,0.25,3,247,0,45.4,65.0,56.1,,55.5,2.1,1,1,12,0.0,0,47,0,46.7,4,95.7,45,4.3,2,20.3,8,0,93.6,44,31,5,1.3,7.8,0.69
Camden Overton-Howard,159794,TE,CHATTNOOGA,10,8.1,1,75.0,0.0,0,1,0,0.0,0,0.14,6,137,0,77.5,66.2,78.6,46.5,87.6,64.1,25,0,36,12.8,5,39,0,48.6,6,82.1,32,12.8,5,156.3,8,3,7.7,3,107,54,9.0,17.8,3.34
Isaiah Smith,143535,HB,SAN DIEGO,5,-3.3,1,75.0,,0,0,1,14.3,1,-0.07,0,283,0,53.4,77.1,58.5,49.0,49.6,0.0,0,0,7,21.3,13,61,1,33.3,6,77.0,47,8.2,5,77.1,8,0,3.3,2,12,31,5.2,2.0,0.26
Matteo Perez,155193,HB,UC DAVIS,10,0.0,0,100.0,,0,0,0,0.0,0,0.06,4,322,0,79.3,82.2,67.7,30.3,71.4,0.0,0,0,67,8.2,5,61,0,45.5,8,82.0,50,18.0,11,158.3,8,2,13.1,8,109,109,13.6,13.6,2.18
Oscar Gonzalez,78872,WR,KENNESAW,9,20.8,1,37.5,0.0,0,1,0,0.0,0,-0.4,1,200,0,73.1,64.1,58.6,62.1,57.8,0.0,0,0,37,2.0,1,49,1,34.7,3,98.0,48,16.3,8,58.3,8,0,83.7,41,48,9,3.0,16.0,1.0
Luke Colella,155372,WR,PRINCETON,5,3.3,0,37.5,,0,0,0,25.0,1,-0.11,1,272,0,39.5,64.1,53.5,,53.2,0.0,0,0,4,0.0,0,29,0,35.7,3,96.6,28,75.9,22,45.8,8,0,24.1,7,6,9,3.0,2.0,0.21
Jordin Lennon,164729,HB,NORFOLK,9,0.9,1,62.5,,0,0,0,16.7,1,0.05,3,244,0,49.8,85.8,65.5,53.7,54.6,0.0,0,1,18,38.8,45,116,1,39.3,5,60.3,70,0.9,1,35.4,8,0,0.0,0,40,56,11.2,8.0,0.57
Gregory Perkins,141802,TE,SOUTHERN U,10,5.4,1,87.5,,0,0,0,0.0,0,-0.32,4,297,0,78.5,66.7,69.5,24.0,89.2,91.9,34,0,54,5.4,2,37,0,36.1,7,91.9,34,2.7,1,157.3,8,2,2.7,1,98,65,9.3,14.0,2.88
Corey Reddick,159942,HB,W CAROLINA,3,-1.1,1,87.5,,0,0,0,0.0,0,0.57,3,344,0,78.5,77.3,76.7,15.1,86.9,0.0,0,0,20,14.3,4,28,0,57.7,7,85.7,24,3.6,1,134.4,8,1,0.0,0,54,67,9.6,7.7,2.25
Milan Howard,83745,HB,RICHMOND,9,-0.3,4,100.0,,0,0,0,0.0,0,0.27,4,276,0,79.3,82.2,75.6,66.0,74.5,0.0,0,0,14,16.9,10,59,0,55.2,8,83.1,49,13.6,8,97.4,8,0,1.7,1,59,61,7.6,7.4,1.2
Daniel Lopes,148477,WR,VILLANOVA,3,19.5,0,50.0,100.0,1,1,0,0.0,0,-0.26,2,334,0,76.3,65.7,62.5,,67.4,0.0,0,0,39,0.0,0,36,1,27.3,4,91.7,33,19.4,7,115.6,8,1,80.6,29,62,6,1.5,15.5,1.88
Manny Jones,150951,WR,ALCORN ST,8,7.9,0,50.0,100.0,1,1,0,33.3,2,-0.63,2,107,0,25.7,51.6,52.1,,51.5,0.0,0,1,13,0.0,0,47,0,34.8,4,97.9,46,95.7,45,19.8,8,0,4.3,2,30,14,3.5,7.5,0.65
Ernest Robertson,109670,WR,COLUMBIA,6,4.3,1,62.5,0.0,0,2,0,0.0,0,-0.49,1,145,0,76.3,67.3,55.3,,55.5,0.0,0,0,8,0.0,0,40,1,30.0,5,100.0,40,85.0,34,66.7,8,0,15.0,6,24,31,6.2,4.8,0.6
William Enneking,109365,TE,CORNELL,4,12.0,0,62.5,100.0,1,1,0,0.0,0,0.17,3,147,0,76.3,65.7,53.6,38.9,61.8,74.6,44,0,24,11.9,7,59,3,47.3,5,83.1,49,13.6,8,114.6,8,2,10.2,6,40,15,3.0,8.0,0.82
Tyion Berry,155969,WR,CENT ARK,9,7.9,1,87.5,50.0,1,2,0,0.0,0,-0.35,3,132,0,56.4,20.5,61.4,,60.5,0.0,0,0,18,0.0,0,44,0,32.6,7,97.7,43,97.7,43,108.3,8,0,2.3,1,80,30,4.3,11.4,1.86
Jarveon Howard,77710,HB,ALCORN ST,11,-0.1,4,100.0,,0,0,0,0.0,0,-0.31,2,107,0,79.3,88.3,77.2,65.5,57.8,0.0,0,0,16,31.5,67,213,0,37.9,8,65.7,140,0.9,2,127.6,8,1,0.0,0,41,42,5.3,5.1,0.29
Ian O'Connor,109371,TE,LEHIGH,10,1.3,1,87.5,,0,0,0,12.5,1,0.01,4,205,0,56.4,66.7,56.6,52.6,55.0,84.6,99,0,16,28.2,33,117,2,37.7,7,69.2,81,7.7,9,90.1,8,0,6.0,7,45,35,5.0,6.4,0.56
Jackson Gerard,148846,WR,DARTMOUTH,5,16.9,1,50.0,,0,0,0,0.0,0,0.23,3,148,0,74.9,65.0,55.9,,56.8,0.0,0,1,12,0.0,0,69,1,51.5,4,95.7,66,29.0,20,21.9,8,0,71.0,49,34,15,3.8,8.5,0.52
Noah Gindorff,66639,TE,N DAK ST,3,5.3,3,75.0,,0,0,0,0.0,0,0.37,5,250,0,77.5,66.2,88.7,68.3,89.7,75.0,27,0,24,5.6,2,36,1,54.3,6,91.7,33,16.7,6,142.7,8,1,5.6,2,74,49,8.2,12.3,2.24
Deshun Britten,138037,WR,MURRAY ST,8,5.4,0,50.0,0.0,0,2,0,0.0,0,-0.67,1,236,0,74.9,69.7,66.6,,62.3,0.0,0,0,14,0.0,0,29,0,20.7,4,100.0,29,93.1,27,62.0,8,0,6.9,2,35,12,3.0,8.8,1.21
OJ Ross,161681,HB,TENN TECH,8,0.3,7,87.5,,0,0,0,0.0,0,0.38,3,309,0,78.5,79.4,83.2,75.8,88.7,0.0,0,1,56,18.5,5,27,0,58.3,7,77.8,21,11.1,3,79.2,8,0,3.7,1,112,109,15.6,16.0,5.33
Lane Sumner,91412,HB,MONTANA ST,4,2.8,1,100.0,,0,0,0,0.0,0,0.33,1,233,0,79.3,50.1,66.1,72.4,73.6,0.0,0,0,50,27.4,17,62,0,50.8,8,71.0,44,1.6,1,114.1,8,0,1.6,1,91,69,8.6,11.4,2.07
Brody Reina,165228,WR,DAVIDSON,7,12.9,0,62.5,50.0,1,2,0,16.7,1,-0.05,3,149,0,49.8,65.7,73.6,,76.0,0.0,0,1,36,0.0,0,22,1,36.4,5,100.0,22,13.6,3,51.0,8,0,86.4,19,70,20,4.0,14.0,3.18
Bizzet Woodley,109565,WR,DELWARE ST,5,10.0,0,50.0,0.0,0,1,0,20.0,1,-0.34,1,152,0,45.4,65.0,60.1,,59.6,0.0,0,0,12,0.0,0,36,0,29.4,4,94.4,34,50.0,18,97.4,8,1,50.0,18,27,9,2.3,6.8,0.79
Elijah Burris,153290,HB,HAMPTON,11,0.1,2,62.5,,0,0,0,0.0,0,-0.06,0,178,0,76.3,85.1,68.1,61.7,55.1,0.0,0,1,8,16.1,19,118,0,42.2,5,78.0,92,3.4,4,27.1,8,0,0.0,0,21,35,7.0,4.2,0.23
Javon Burke,149831,WR,CHATTNOOGA,5,20.6,0,50.0,50.0,1,2,0,20.0,1,0.11,3,137,0,45.4,65.0,68.0,,67.5,0.0,0,0,28,0.0,0,30,0,46.4,4,93.3,28,3.3,1,118.2,8,1,96.7,29,67,18,4.5,16.8,2.39
Malik Griffin,138410,HB,ELON,10,2.4,0,75.0,0.0,0,1,0,0.0,0,0.08,4,162,0,77.5,78.2,62.4,12.7,61.0,0.0,0,0,24,10.1,7,69,0,53.7,6,85.5,59,0.0,0,135.9,8,1,17.4,12,61,76,12.7,10.2,1.03
Myles Thomason,159170,HB,NEW HAMP,11,-2.4,1,75.0,0.0,0,1,0,0.0,0,-0.07,0,240,0,77.5,52.2,62.4,5.7,61.3,2.1,1,0,8,8.3,4,48,0,47.8,6,87.5,42,25.0,12,77.1,8,0,6.3,3,20,35,5.8,3.3,0.48
Jett Carpenter,141520,TE,E WASHGTON,9,7.3,0,25.0,0.0,0,3,0,33.3,1,0.06,1,161,0,21.7,67.2,49.5,52.8,42.8,77.6,52,0,7,23.9,16,67,1,46.8,2,68.7,46,13.4,9,79.2,8,1,1.5,1,4,0,0.0,2.0,0.09
Patrick Ballard,84468,WR,ABILENE CH,6,28.0,0,37.5,0.0,0,3,0,0.0,0,-0.25,3,100,0,73.1,64.1,68.0,,67.5,0.0,0,0,39,0.0,0,43,0,31.0,3,97.7,42,0.0,0,71.4,8,0,100.0,43,73,4,1.3,24.3,1.74
Matt LaRoche,57213,HB,JVILLE ST,11,7.9,1,37.5,,0,0,0,40.0,2,-0.07,2,196,0,22.0,76.9,66.5,57.1,39.9,0.9,1,0,25,16.8,19,113,0,37.6,3,82.3,93,10.6,12,54.2,8,0,7.1,8,40,42,14.0,13.3,0.43
Jay Brunelle,122895,WR,YALE,7,23.1,0,50.0,50.0,1,2,0,33.3,2,0.19,4,352,0,25.7,65.0,67.8,,68.0,0.0,0,0,39,0.0,0,37,0,44.4,4,97.3,36,5.4,2,135.4,8,1,94.6,35,106,3,0.8,26.5,2.94
Tayshaun Shipp,154620,WR,MERCER,8,8.4,0,75.0,,0,0,0,25.0,2,0.34,4,219,0,33.4,66.2,56.3,68.4,54.3,0.0,0,0,22,3.9,3,77,0,51.9,6,96.1,74,44.2,34,139.6,8,2,54.5,42,68,18,3.0,11.3,0.92
Ryan Upp,150733,WR,MOREHEAD,4,10.5,0,25.0,0.0,0,3,0,33.3,1,-0.78,0,234,0,31.6,76.6,48.7,,49.0,0.0,0,1,8,0.0,0,30,0,20.0,2,100.0,30,100.0,30,0.0,8,0,0.0,0,11,5,2.5,5.5,0.37
Jonathan DeBique,109202,HB,LIUSHAR,8,-1.9,1,75.0,,0,0,0,0.0,0,0.05,1,1298,0,77.5,62.0,60.9,84.1,58.5,0.0,0,0,13,28.3,32,113,0,43.6,6,69.9,79,2.7,3,79.7,8,0,1.8,2,29,44,7.3,4.8,0.37
Trustin Oliver,146327,WR,CENT ARK,9,15.8,2,50.0,50.0,1,2,0,0.0,0,0.36,3,132,0,74.9,66.9,70.5,,70.2,0.0,0,0,37,0.0,0,31,0,50.0,4,90.3,28,6.5,2,125.5,8,2,93.5,29,81,18,4.5,20.3,2.89
Noah Washington,142362,WR,RICHMOND,6,6.9,1,75.0,,0,0,0,0.0,0,0.16,2,276,0,77.5,66.2,56.5,,59.1,0.0,0,0,21,0.0,0,41,0,43.9,6,100.0,41,24.4,10,91.1,8,0,75.6,31,51,35,5.8,8.5,1.24
Josh Trueheart,55336,TE,TENN STATE,11,12.6,3,50.0,,0,0,0,0.0,0,-0.14,3,308,0,76.3,65.7,56.6,68.9,61.2,95.5,106,0,19,36.9,41,111,3,35.2,4,60.4,67,1.8,2,61.5,8,0,0.9,1,34,25,6.3,8.5,0.51
Isaiah Hill,66732,WR,E ILLINOIS,2,10.9,0,62.5,0.0,0,1,0,0.0,0,0.14,3,158,0,76.3,65.7,76.3,,75.3,0.0,0,0,25,0.0,0,25,0,41.7,5,96.0,24,0.0,0,94.3,8,0,100.0,25,77,18,3.6,15.4,3.21
Micah White,169495,WR,ALAB A&M,5,27.5,0,25.0,0.0,0,1,0,50.0,2,0.0,2,104,0,17.0,62.9,51.6,,56.8,0.0,0,1,56,0.0,0,41,1,41.5,2,100.0,41,53.7,22,65.1,8,1,46.3,19,73,26,13.0,36.5,1.78
Derek Kline,91729,TE,SAN DIEGO,2,11.6,1,50.0,100.0,1,1,0,20.0,1,-0.03,3,283,0,45.4,65.0,56.0,45.1,61.1,63.8,30,0,19,12.8,6,47,0,40.9,4,80.9,38,29.8,14,109.9,8,2,2.1,1,51,25,6.3,12.8,1.34
Kajiya Hollawayne,146386,WR,GRAMBLING,6,3.1,0,57.1,0.0,0,1,0,33.3,2,-0.5,0,177,0,25.7,65.3,46.7,,45.5,0.0,0,0,10,0.0,0,106,0,28.0,4,93.4,99,91.5,97,63.4,7,0,8.5,9,23,12,3.0,5.8,0.23
Brandon Fitez,122294,WR,CAMPBELL,8,7.6,1,85.7,,0,0,0,0.0,0,-0.2,4,131,0,77.5,66.2,63.8,,63.0,0.0,0,0,16,0.0,0,47,0,40.0,6,95.7,45,91.5,43,95.8,7,0,8.5,4,49,27,4.5,8.2,1.09
Gary Quarles,78641,HB,ALAB A&M,4,-1.1,2,71.4,,0,0,0,0.0,0,-0.4,1,104,0,76.3,83.5,72.7,59.4,69.0,0.0,0,2,18,22.4,22,98,0,38.0,5,71.4,70,5.1,5,44.6,7,0,3.1,3,38,44,8.8,7.6,0.54
Matthew Moses,153941,TE,ARKAPB,11,7.3,1,28.6,0.0,0,1,0,0.0,0,-0.58,0,112,0,70.7,64.6,33.2,35.0,47.9,72.8,75,0,9,23.3,24,103,0,28.9,2,73.8,76,16.5,17,39.6,7,0,3.9,4,17,14,7.0,8.5,0.22
Adeolu Adeleke,78545,WR,MORGAN ST,9,13.0,1,42.9,100.0,2,2,0,25.0,1,-0.53,1,235,0,39.5,64.1,50.9,,52.7,0.0,0,0,12,0.0,0,75,2,25.7,3,93.3,70,1.3,1,55.1,7,0,98.7,74,29,12,4.0,9.7,0.41
John Volker,155414,HB,PRINCETON,4,0.4,0,71.4,100.0,1,1,0,16.7,1,-0.05,1,272,0,49.8,78.7,63.3,67.6,53.7,0.0,0,0,12,18.8,9,48,0,46.7,5,81.3,39,6.3,3,80.7,7,0,10.4,5,32,31,6.2,6.4,0.82
Floyd Chalk,167095,HB,GRAMBLING,10,-2.0,4,57.1,,0,0,0,20.0,1,-0.22,1,177,0,45.4,63.8,77.8,47.7,52.2,0.0,0,0,18,17.5,11,63,0,34.4,4,79.4,50,7.9,5,62.2,7,0,0.0,0,20,25,6.3,5.0,0.4
Michael Benefield,109080,HB,KENNESAW,8,8.1,1,28.6,100.0,1,1,0,0.0,0,-0.05,2,200,0,70.7,76.5,65.7,65.5,60.1,6.0,4,0,20,1.5,1,67,1,40.0,2,95.5,64,29.9,20,46.1,7,0,3.0,2,32,5,2.5,16.0,0.5
Malachi Wideman,124303,WR,JACKSON ST,5,15.4,0,42.9,,0,0,0,0.0,0,0.06,2,194,0,74.9,65.0,72.0,,74.1,0.0,0,0,29,0.0,0,18,1,40.0,3,83.3,15,5.6,1,106.5,7,1,94.4,17,49,8,2.7,16.3,3.27
E.J. Rogers,109548,WR,N ALABAMA,6,11.1,0,71.4,100.0,2,2,0,16.7,1,-0.06,2,389,0,49.8,65.7,66.3,,65.9,0.0,0,0,32,0.0,0,29,0,41.4,5,100.0,29,20.7,6,98.5,7,0,79.3,23,62,12,2.4,12.4,2.14
Marqui Johnson,104982,HB,MONTANA ST,8,0.6,0,57.1,0.0,0,1,0,33.3,2,-0.18,2,233,0,25.7,81.1,77.1,51.4,49.4,0.0,0,1,16,22.2,6,27,1,48.1,4,77.8,21,7.4,2,29.2,7,0,18.5,5,32,46,11.5,8.0,1.52
Isiah Childs,130284,HB,MONTANA,6,1.1,0,85.7,,0,0,0,14.3,1,0.08,3,232,0,53.4,82.5,78.5,24.4,62.4,0.0,0,0,20,8.8,6,68,0,50.7,6,91.2,62,2.9,2,92.3,7,0,1.5,1,43,37,6.2,7.2,0.69
Baron Bradley,133214,WR,INCAR WORD,6,15.1,1,57.1,100.0,1,1,0,33.3,2,-0.04,3,189,0,29.1,65.7,64.7,,62.5,0.0,0,0,31,0.0,0,36,0,35.3,4,94.4,34,2.8,1,83.0,7,0,97.2,35,56,10,2.5,14.0,1.65
D'Andre Hicks,55784,WR,ROB MORRIS,2,7.6,0,57.1,50.0,1,2,0,0.0,0,-0.39,2,277,1,74.9,19.1,50.3,,50.1,0.0,0,0,9,0.0,0,39,0,40.0,4,89.7,35,7.7,3,62.8,7,0,92.3,36,22,24,6.0,5.5,0.63
Robert Mason III,136144,WR,E WASHGTON,4,9.1,0,71.4,100.0,1,1,0,0.0,0,-0.21,1,161,0,76.3,65.7,55.4,,57.0,0.0,0,0,22,0.0,0,35,0,42.4,5,94.3,33,57.1,20,122.6,7,1,42.9,15,36,10,2.0,7.2,1.09
Marcus Preston,138252,WR,N DAKOTA,10,8.6,0,71.4,,0,0,0,0.0,0,0.1,2,249,0,76.3,66.6,51.9,63.9,48.3,0.0,0,1,15,0.6,1,169,1,44.7,5,94.7,160,29.6,50,49.4,7,0,70.4,119,46,9,1.8,9.2,0.29
Noah Abbott,138267,TE,N IOWA,6,17.4,1,71.4,60.0,3,5,0,0.0,0,0.47,4,255,0,76.3,65.7,78.6,34.5,80.0,91.2,52,0,31,19.3,11,57,0,56.6,5,73.7,42,3.5,2,150.0,7,1,5.3,3,82,22,4.4,16.4,1.95
Devon Cole Jr.,138297,WR,S DAK ST,13,9.7,1,57.1,100.0,1,1,0,20.0,1,0.01,2,292,0,45.4,66.0,55.8,,53.3,0.0,0,1,12,0.0,0,57,1,51.9,4,91.2,52,17.5,10,27.4,7,0,82.5,47,29,16,4.0,7.3,0.56
Brandan Serrano,138358,TE,YNGTOWN ST,7,1.9,1,85.7,,0,0,0,0.0,0,0.38,3,353,0,77.5,67.0,66.6,68.2,69.3,86.8,33,0,16,5.3,2,38,0,51.4,6,92.1,35,5.3,2,136.0,7,1,2.6,1,50,43,7.2,8.3,1.43
Peyton Smith,165288,FB,SAN DIEGO,7,-2.3,1,85.7,,0,0,0,0.0,0,-0.03,2,283,0,77.5,68.5,46.7,57.0,59.8,23.1,15,0,24,16.9,11,65,0,36.1,6,78.5,51,9.2,6,89.9,7,0,0.0,0,39,54,9.0,6.5,0.76
Romello Kimbrough,138515,FB,NC A&T,11,0.0,1,100.0,,0,0,1,0.0,0,-0.31,4,246,0,78.5,74.1,66.8,33.8,76.7,20.7,19,0,15,34.8,32,92,3,32.6,7,65.2,60,2.2,2,135.4,7,2,0.0,0,49,49,7.0,7.0,0.82
Jawaun Northington,165194,HB,MURRAY ST,8,3.3,2,57.1,0.0,0,1,0,0.0,0,-0.43,1,236,0,74.9,68.5,67.2,77.2,59.4,0.0,0,0,16,39.6,38,96,1,32.6,4,60.4,58,1.0,1,69.9,7,0,3.1,3,34,39,9.8,8.5,0.59
Jarel Washington,165123,HB,STHLSK,4,-1.1,2,71.4,,0,0,0,0.0,0,0.03,3,1470,0,76.3,79.3,75.1,78.3,73.2,0.0,0,0,49,14.6,7,48,1,34.9,5,79.2,38,0.0,0,146.4,7,1,2.1,1,76,82,16.4,15.2,2.0
Feyisayo Oluleye,141396,WR,ROB MORRIS,4,9.9,0,57.1,100.0,1,1,0,20.0,1,-0.68,1,277,0,45.4,65.0,52.1,,52.0,0.0,0,1,21,0.0,0,50,0,25.0,4,96.0,48,16.0,8,32.1,7,0,84.0,42,37,10,2.5,9.3,0.77
Shawn McFarland,104028,TE,TARLETON,7,11.9,0,71.4,50.0,1,2,0,16.7,1,0.02,4,401,0,53.8,66.2,65.0,44.8,52.7,93.8,137,0,27,28.1,41,146,2,47.0,5,66.4,97,6.2,9,135.7,7,1,0.0,0,58,11,2.2,11.6,0.6
Hunter Brozio,108410,FB,N DAK ST,15,3.0,2,57.1,0.0,0,1,0,20.0,1,0.1,2,250,0,49.8,67.0,67.4,32.1,68.1,45.8,33,0,17,44.4,32,72,3,53.7,4,54.2,39,0.0,0,74.1,7,0,5.6,4,41,37,9.3,10.3,1.05
Gabe Sloat,103980,HB,RHODE ISLD,11,3.3,1,71.4,,0,0,0,16.7,1,0.21,4,274,0,49.8,75.5,64.1,38.4,57.1,0.0,0,0,38,13.2,12,91,1,45.7,5,74.7,68,2.2,2,113.7,7,0,4.4,4,89,67,13.4,17.8,1.31
Jobi Malary,103979,HB,PORTLAND,8,-1.6,0,85.7,,0,0,0,0.0,0,0.06,2,269,0,77.5,83.3,72.8,57.2,57.0,0.0,0,0,12,14.3,10,70,0,41.3,6,75.7,53,11.4,8,130.1,7,1,0.0,0,40,44,7.3,6.7,0.75
Jason Wonodi,164756,WR,NORFOLK,8,11.6,0,57.1,,0,0,0,33.3,2,-0.73,3,244,0,25.7,67.8,68.7,,61.4,0.0,0,0,39,0.0,0,28,1,29.6,4,96.4,27,96.4,27,90.8,7,0,0.0,0,69,35,8.8,17.3,2.56
Braelen Morgan,141792,HB,SOUTHERN U,6,2.4,6,85.7,,0,0,0,0.0,0,-0.18,4,297,0,77.5,79.0,85.8,72.7,92.5,5.3,1,0,61,5.3,1,19,0,47.4,6,94.7,18,10.5,2,158.3,7,1,0.0,0,133,147,24.5,22.2,7.39
Logan Hofstedt,106691,TE,N DAK ST,15,9.3,1,71.4,0.0,0,1,0,0.0,0,-0.08,2,250,0,76.3,66.6,51.2,62.8,54.0,83.5,71,0,32,16.5,14,85,1,50.6,5,80.0,68,10.6,9,93.2,7,0,2.4,2,53,14,2.8,10.6,0.78
